Occupation Code / 职业代码,Occupation Name / 职业名称,KSA ID / KSA 编号,KSA Type / KSA 类型,KSA Subcategory / KSA 子类别,KSA Unit Name (CN) / KSA 单元名称 (中文),KSA Definition (CN) / KSA 定义 (中文),Related Tasks / 关联任务
,宗教组织负责人,K001,Knowledge,,宗教教义与神学体系,对特定宗教的核心经典、历史演变、教义逻辑及神学理论的系统性掌握与理解。,T001|T002|T006
,宗教组织负责人,K002,Knowledge,,宗教仪式流程规范,掌握各类宗教仪式的标准化步骤、禁忌事项、法器使用及时间节点的实操程序。,T001|T004
,宗教组织负责人,K003,Knowledge,,组织战略与治理架构,理解宗教组织的法律地位、治理结构、长期发展规划及社会互动策略的宏观知识。,T003|T007
,宗教组织负责人,S001,Skill,,宗教仪式主持技能,在特定宗教语境下，熟练、庄重且符合规范地执行仪式流程、诵读经文及引导信众的能力。,T001
,宗教组织负责人,S002,Skill,,信众沟通与心理疏导,运用语言与非语言技巧，有效倾听、共情并引导信众解决精神困惑与人际冲突的能力。,T002|T005
,宗教组织负责人,S003,Skill,,组织决策与危机处理,在复杂信息环境下，运用逻辑推理与价值判断制定决策并处理突发危机的认知操作能力。,T003|T004
,宗教组织负责人,A001,Ability,,信仰坚定与道德权威,个体内在对宗教信念的绝对执着，以及由此外显出的道德感召力与精神领导力。,T001|T002
,宗教组织负责人,A002,Ability,,体力耐力与现场适应,在长时间仪式、户外巡访或紧急状况下保持身体机能稳定与行动敏捷的能力。,T001|T008
,宗教组织负责人,A003,Ability,,社会包容与人际协调,在多元文化背景下，包容不同观点并协调各方利益以维持组织和谐的社会适应潜能。,T005|T007
,居民委员会负责人,K001,Knowledge,,基层治理法规体系,掌握国家及地方关于社区治理、居民自治的法律法规与政策文件。,T003|T004
,居民委员会负责人,K002,Knowledge,,社区矛盾调解流程,熟悉处理邻里纠纷、物业矛盾的标准程序、法律依据及调解技巧。,T002|T008
,居民委员会负责人,K003,Knowledge,,社区发展规划策略,能够制定符合本社区人口结构与资源状况的长期服务与建设方案。,T001|T005
,居民委员会负责人,S001,Skill,,数字化办公操作,熟练运用社区管理信息系统、办公软件及数据采集工具处理日常事务。,T006|T007
,居民委员会负责人,S002,Skill,,人际沟通与说服,运用语言与非语言技巧与不同背景居民建立信任并达成共识。,T002|T005
,居民委员会负责人,S003,Skill,,应急决策分析,在突发公共事件或紧急纠纷中快速评估风险并做出最优处置决定。,T008|T004
,居民委员会负责人,A001,Ability,,逻辑推理能力,能够分析复杂社区问题根源，推导因果关系并制定解决方案。,T003|T007
,居民委员会负责人,A002,Ability,,身体耐力与行动力,具备长时间站立、走访入户及应对突发体力需求的身体机能。,T006|T008
,居民委员会负责人,A003,Ability,,社会情感感知,敏锐捕捉居民情绪变化，建立情感连接并提供心理支持的能力。,T002|T005
,村民委员会负责人,K001,Knowledge,,农村政策与法规体系,掌握国家及地方关于土地管理、农业补贴、村民自治的法律法规与政策导向。,T001|T004|T007
,村民委员会负责人,K002,Knowledge,,村民自治运作流程,熟悉村民会议召集、决策程序、财务公开及选举组织的具体操作步骤与规范。,T001|T003|T006
,村民委员会负责人,K003,Knowledge,,区域农业经济战略,理解本地农业资源禀赋、产业结构及未来发展趋势，以制定符合村情的长期规划。,T004|T005
,村民委员会负责人,S001,Skill,,政策宣讲与公文写作,能够准确将上级政策转化为村民易懂的语言，并规范撰写各类行政文书。,T001|T006
,村民委员会负责人,S002,Skill,,人际冲突调解技巧,运用方言、习俗及人情世故化解村民间的利益冲突，恢复社区和谐。,T002|T008
,村民委员会负责人,S003,Skill,,项目统筹与资源分配,能够科学规划村级项目进度，合理调配人力、物力与财力资源。,T003|T004
,村民委员会负责人,A001,Ability,,复杂情境决策力,在信息不完全或利益冲突激烈的情况下，迅速做出符合集体利益的判断。,T002|T004
,村民委员会负责人,A002,Ability,,实地巡查与体力耐力,具备在乡村复杂地形中长时间行走、巡查及参与体力劳动的生理能力。,T009|T005
,村民委员会负责人,A003,Ability,,社区信任构建能力,通过长期互动建立个人威望，获得村民情感认同与政治支持的社会能力。,T001|T005
,企业董事,K001,Knowledge,,公司治理法规体系,掌握《公司法》、证券法规及上市规则中关于董事会职责、义务与法律责任的条文规定。,T004|T010
,企业董事,K002,Knowledge,,财务分析实务流程,理解财务报表编制逻辑、审计流程及关键财务指标的计算与解读方法。,T002|T009
,企业董事,K003,Knowledge,,战略管理理论框架,掌握企业生命周期理论、竞争战略模型及组织变革管理的高级概念。,T001|T006
,企业董事,S001,Skill,,财务数据建模,能够熟练运用财务工具构建预测模型，识别数据异常并验证假设。,T002|T009
,企业董事,S002,Skill,,高层人际谈判,在董事会会议及股东沟通中，运用语言与非语言技巧达成共识、化解冲突。,T003|T008
,企业董事,S003,Skill,,复杂决策构建,在信息不完全或高不确定性环境下，整合多源信息构建逻辑严密的决策方案。,T001|T006
,企业董事,A001,Ability,,商业洞察力,透过市场表象识别潜在商业机会与系统性风险的认知天赋。,T001|T006
,企业董事,A002,Ability,,组织体力耐力,维持长时间高强度会议、差旅及紧急危机处理所需的生理与心理抗压能力。,T004|T008
,企业董事,A003,Ability,,社会影响力,在利益相关者网络中建立信任、引导舆论及凝聚团队共识的社会互动能力。,T003|T008
,企业经理,K001,Knowledge,,企业管理理论,掌握组织行为学、战略管理及运营流程的显性知识体系，用于指导日常决策。,T001|T003
,企业经理,K002,Knowledge,,市场营销策略,理解市场细分、定位及推广执行的具体操作流程与行业规范。,T004|T006
,企业经理,K003,Knowledge,,企业战略愿景,基于宏观环境与组织价值观构建长期发展方向的抽象认知框架。,T001|T005
,企业经理,S001,Skill,,运营数据分析,熟练运用数字化工具处理财务、销售数据并生成可视化报告的技术能力。,T004|T010
,企业经理,S002,Skill,,团队领导力,通过沟通、激励与冲突解决技巧引导团队达成目标的人际互动能力。,T002|T005
,企业经理,S003,Skill,,复杂决策推理,在信息不完全条件下，综合多维度因素进行逻辑推演与方案选择的高阶思维技能。,T003|T008
,企业经理,A001,Ability,,战略创新思维,突破常规思维模式，识别新机会并重构商业模式的认知潜能。,T001|T003
,企业经理,A002,Ability,,高强度工作耐力,在长时间高压环境下保持专注与执行力的生理与心理承受阈值。,T006|T008
,企业经理,A003,Ability,,社会情感智能,感知、理解并管理自身及他人情绪，建立深层信任关系的社交潜能。,T002|T009
,国有企业中国共产党组织负责人,K001,Knowledge,,党建理论基础与政策体系,掌握中国共产党章程、最新指导思想及国有企业党建相关法规政策的理论内涵。,T001|T005
,国有企业中国共产党组织负责人,K002,Knowledge,,国企党建实务操作流程,熟悉党员发展、组织生活、换届选举等具体党务工作的标准程序与操作规范。,T003|T008
,国有企业中国共产党组织负责人,K003,Knowledge,,国企改革与党建融合战略,理解国企改革方向，掌握将党的领导融入公司治理各环节的战略逻辑与实施路径。,T001|T006
,国有企业中国共产党组织负责人,S001,Skill,,党务公文写作与政策宣讲,能够准确撰写符合政治规范的党建公文，并具备将政策理论转化为职工易懂语言的能力。,T005|T008
,国有企业中国共产党组织负责人,S002,Skill,,思想政治沟通与矛盾调解,运用沟通技巧开展谈心谈话，有效化解职工思想困惑与组织内部矛盾。,T002|T004
,国有企业中国共产党组织负责人,S003,Skill,,组织动员与资源整合,能够调动各方资源，有效组织群团活动，推动党建与业务工作的深度融合。,T004|T007
,国有企业中国共产党组织负责人,A001,Ability,,政治判断与决策能力,在复杂改革背景下，准确判断政治方向，做出符合党组织原则的决策。,T001|T003
,国有企业中国共产党组织负责人,A002,Ability,,体力耐力与会议组织,具备长时间参与高强度会议、调研及组织大型活动所需的生理耐力与行动力。,T004|T007
,国有企业中国共产党组织负责人,A003,Ability,,社会影响力与信任构建,在组织内部建立政治威信，通过人格魅力与公正行为获得党员群众的信任与支持。,T002|T004
,事业单位负责人,K001,Knowledge,,事业单位管理法规体系,掌握国家关于事业单位设立、运行、监管的法律法规及政策文件，确保组织行为合法合规。,T001|T005
,事业单位负责人,K002,Knowledge,,组织运营与资源配置流程,熟悉单位内部预算编制、人事任免、物资采购等具体操作流程与审批规范。,T003|T007
,事业单位负责人,K003,Knowledge,,行业战略与公共政策分析,理解行业发展趋势、宏观政策导向及社会公共需求，用于指导单位长远发展方向。,T001|T004
,事业单位负责人,S001,Skill,,行政公文与报告撰写,能够规范、准确、逻辑清晰地撰写各类行政公文、总结报告及政策文件。,T005|T007
