occupation_code,occupation_name,ksa_id,ksa_type,ksa_unit_name,ksa_definition,subcategory,related_tasks,semantic_cluster_id
1-04-02-00,社会团体负责人,S001,Skill,会议主持与流程控制,能够熟练运用议事规则，有效引导会议进程，确保决策效率与秩序。,Technical,T002,CL0156
1-04-02-00,社会团体负责人,S002,Skill,人际沟通与冲突调解,具备在复杂人际关系中建立信任、化解矛盾及协调多方利益的高超沟通技巧。,Interpersonal,T004|T005,CL0140
1-04-02-00,社会团体负责人,S003,Skill,公文写作与文档处理,能够规范撰写决议、公告、报告等行政公文，并熟练运用办公软件进行文档管理。,Cognitive,T007|T010,CL0157
1-04-02-00,社会团体负责人,A001,Ability,战略决策与判断力,在信息不完全或环境多变的情况下，能够迅速做出符合组织长远利益的判断。,Cognitive,T001|T003,CL0158
1-04-02-00,社会团体负责人,A002,Ability,体力耐力与现场适应力,能够适应长时间会议、外出考察及各类活动组织所需的体力消耗与现场环境变化。,Physical,T002|T009,CL0134
1-04-02-00,社会团体负责人,A003,Ability,社会影响力与领导力,具备凝聚团队共识、动员社会资源及在公共领域建立组织声誉的潜在影响力。,Social,T004|T005,CL0108
1-04-03-00,民办非企业单位负责人,K001,Knowledge,非营利组织治理法规,掌握民办非企业单位的设立、变更、注销及日常运营相关的法律法规与政策文件。,Declarative,T001|T005,CL0159
1-04-03-00,民办非企业单位负责人,K002,Knowledge,社会服务项目管理流程,熟悉社会服务项目的从需求评估、方案设计、执行监控到效果评估的全生命周期操作规范。,Procedural,T004|T006,CL0160
1-04-03-00,民办非企业单位负责人,K003,Knowledge,组织战略与资源生态分析,理解非营利组织在特定社会环境下的生存逻辑、资源依赖关系及长期发展战略制定方法。,Strategic,T001|T003,CL0161
1-04-03-00,民办非企业单位负责人,S001,Skill,数字化资源管理工具应用,熟练运用财务软件、项目管理系统及数据分析工具进行资源调配与绩效监控。,Technical,T003|T007,CL0162
1-04-03-00,民办非企业单位负责人,S002,Skill,利益相关者沟通与谈判,能够与捐赠人、政府官员、服务对象及员工进行有效沟通，建立信任并达成合作共识。,Interpersonal,T002|T008,CL0163
1-04-03-00,民办非企业单位负责人,S003,Skill,复杂问题解决与决策制定,在信息不完全或环境多变的条件下，运用逻辑推理和批判性思维制定最优解决方案。,Cognitive,T005|T010,CL0164
1-04-03-00,民办非企业单位负责人,A001,Ability,战略创新思维,能够突破传统思维定势，设计新颖的社会服务产品或运营模式以适应环境变化。,Cognitive,T001|T005,CL0165
1-04-03-00,民办非企业单位负责人,A002,Ability,组织耐力与抗压能力,在资源匮乏、舆论压力或突发危机中保持心理稳定并持续推动组织运转的生理与心理承受力。,Physical,T004|T005,CL0166
1-04-03-00,民办非企业单位负责人,A003,Ability,社会共情与感召力,能够敏锐感知服务对象需求，通过个人魅力和价值观感召团队及公众支持组织使命。,Social,T002|T008,CL0167
1-04-04-00,社会中介组织负责人,K001,Knowledge,社会中介市场规则与法律法规,对社会中介组织运营所需的法律法规、行业规范及市场准入机制的陈述性知识掌握。,Declarative,T005|T008,CL0168
1-04-04-00,社会中介组织负责人,K002,Knowledge,组织运营与危机应对流程,执行组织日常运营、危机处理及资源调配的具体步骤与操作程序知识。,Procedural,T006|T009,CL0169
1-04-04-00,社会中介组织负责人,K003,Knowledge,行业宏观趋势与战略规划,对社会中介行业发展趋势、政策导向及组织长期发展路径的战略性理解。,Strategic,T001|T004,CL0170
1-04-04-00,社会中介组织负责人,S001,Skill,专业服务交付与流程执行,运用专业知识向服务对象提供符合标准的专业服务及操作技能。,Technical,T008|T010,CL0171
1-04-04-00,社会中介组织负责人,S002,Skill,人际沟通与关系构建,通过语言与非语言技巧建立、维护与修复与利益相关者信任关系的能力。,Interpersonal,T002|T007,CL0172
1-04-04-00,社会中介组织负责人,S003,Skill,数据分析与决策支持,利用数据工具分析市场信息、财务数据以支持管理决策的操作技能。,Cognitive,T001|T008,CL0173
1-04-04-00,社会中介组织负责人,A001,Ability,复杂情境下的专业判断,在信息不完全或规则模糊的情况下，运用经验与逻辑进行准确决策的内在认知能力。,Cognitive,T001|T006,CL0174
1-04-04-00,社会中介组织负责人,A002,Ability,体力耐力与现场适应,适应长时间工作、出差及应对突发现场状况的生理与心理承受力。,Physical,T004|T007,CL0175
1-04-04-00,社会中介组织负责人,A003,Ability,领导力与团队影响力,激励团队成员、协调冲突并引导组织向目标前进的社会互动能力。,Social,T002|T003,CL0176
1-04-05-00,基金会负责人,K001,Knowledge,公益慈善法规体系,掌握中国及国际公益慈善领域的法律法规、政策导向及合规性要求，确保组织运作合法。,Declarative,T003|T006,CL0177
1-04-05-00,基金会负责人,K002,Knowledge,非营利组织项目管理流程,熟悉项目从立项、执行到评估的全套标准化操作流程及风险控制机制。,Procedural,T005|T008,CL0178
1-04-05-00,基金会负责人,K003,Knowledge,组织战略与治理架构,理解非营利组织的治理结构、战略规划逻辑及长期可持续发展模式。,Strategic,T001|T004,CL0179
1-04-05-00,基金会负责人,S001,Skill,财务预算编制与审计,能够熟练运用财务工具进行预算编制、资金监控及合规性审计操作。,Technical,T003|T005,CL0180
1-04-05-00,基金会负责人,S002,Skill,利益相关者沟通与谈判,具备与捐赠人、政府、受助方及媒体进行高效沟通、建立信任及达成合作的能力。,Interpersonal,T002|T004|T007,CL0163
1-04-05-00,基金会负责人,S003,Skill,危机研判与决策制定,在信息不完全或环境复杂的情况下，运用逻辑推理和经验快速制定应对策略。,Cognitive,T001|T005,CL0181
1-04-05-00,基金会负责人,A001,Ability,宏观战略思维,具备从宏观视角分析社会问题，制定长远发展愿景并转化为可执行路径的思维能力。,Cognitive,T001|T003,CL0182
1-04-05-00,基金会负责人,A002,Ability,组织体力与精力维持,能够承受高强度的工作负荷，保持长时间专注以处理复杂的行政与协调事务。,Physical,T005|T008,CL0183
1-04-05-00,基金会负责人,A003,Ability,社会公信力构建,通过个人道德修养、言行一致及透明运作，在公众和利益相关者中建立并维持信任的能力。,Social,T002|T009,CL0090
1-04-06-00,宗教组织负责人,K001,Knowledge,宗教教义与神学体系,对特定宗教的核心经典、历史演变、教义逻辑及神学理论的系统性掌握与理解。,Declarative,T001|T002|T006,CL0184
1-04-06-00,宗教组织负责人,K002,Knowledge,宗教仪式流程规范,掌握各类宗教仪式的标准化步骤、禁忌事项、法器使用及时间节点的实操程序。,Procedural,T001|T004,CL0185
1-04-06-00,宗教组织负责人,K003,Knowledge,组织战略与治理架构,理解宗教组织的法律地位、治理结构、长期发展规划及社会互动策略的宏观知识。,Strategic,T003|T007,CL0179
1-04-06-00,宗教组织负责人,S001,Skill,宗教仪式主持技能,在特定宗教语境下，熟练、庄重且符合规范地执行仪式流程、诵读经文及引导信众的能力。,Technical,T001,CL0186
1-04-06-00,宗教组织负责人,S002,Skill,信众沟通与心理疏导,运用语言与非语言技巧，有效倾听、共情并引导信众解决精神困惑与人际冲突的能力。,Interpersonal,T002|T005,CL0187
1-04-06-00,宗教组织负责人,S003,Skill,组织决策与危机处理,在复杂信息环境下，运用逻辑推理与价值判断制定决策并处理突发危机的认知操作能力。,Cognitive,T003|T004,CL0188
1-04-06-00,宗教组织负责人,A001,Ability,信仰坚定与道德权威,个体内在对宗教信念的绝对执着，以及由此外显出的道德感召力与精神领导力。,Cognitive,T001|T002,CL0189
1-04-06-00,宗教组织负责人,A002,Ability,体力耐力与现场适应,在长时间仪式、户外巡访或紧急状况下保持身体机能稳定与行动敏捷的能力。,Physical,T001|T008,CL0175
1-04-06-00,宗教组织负责人,A003,Ability,社会包容与人际协调,在多元文化背景下，包容不同观点并协调各方利益以维持组织和谐的社会适应潜能。,Social,T005|T007,CL0190
1-05-00-01,居民委员会负责人,K001,Knowledge,基层治理法规体系,掌握国家及地方关于社区治理、居民自治的法律法规与政策文件。,Declarative,T003|T004,CL0191
1-05-00-01,居民委员会负责人,K002,Knowledge,社区矛盾调解流程,熟悉处理邻里纠纷、物业矛盾的标准程序、法律依据及调解技巧。,Procedural,T002|T008,CL0192
1-05-00-01,居民委员会负责人,K003,Knowledge,社区发展规划策略,能够制定符合本社区人口结构与资源状况的长期服务与建设方案。,Strategic,T001|T005,CL0193
1-05-00-01,居民委员会负责人,S001,Skill,数字化办公操作,熟练运用社区管理信息系统、办公软件及数据采集工具处理日常事务。,Technical,T006|T007,CL0194
1-05-00-01,居民委员会负责人,S002,Skill,人际沟通与说服,运用语言与非语言技巧与不同背景居民建立信任并达成共识。,Interpersonal,T002|T005,CL0195
1-05-00-01,居民委员会负责人,S003,Skill,应急决策分析,在突发公共事件或紧急纠纷中快速评估风险并做出最优处置决定。,Cognitive,T008|T004,CL0196
1-05-00-01,居民委员会负责人,A001,Ability,逻辑推理能力,能够分析复杂社区问题根源，推导因果关系并制定解决方案。,Cognitive,T003|T007,CL0197
1-05-00-01,居民委员会负责人,A002,Ability,身体耐力与行动力,具备长时间站立、走访入户及应对突发体力需求的身体机能。,Physical,T006|T008,CL0198
1-05-00-01,居民委员会负责人,A003,Ability,社会情感感知,敏锐捕捉居民情绪变化，建立情感连接并提供心理支持的能力。,Social,T002|T005,CL0199
1-05-00-02,村民委员会负责人,K001,Knowledge,农村政策与法规体系,掌握国家及地方关于土地管理、农业补贴、村民自治的法律法规与政策导向。,Declarative,T001|T004|T007,CL0200
1-05-00-02,村民委员会负责人,K002,Knowledge,村民自治运作流程,熟悉村民会议召集、决策程序、财务公开及选举组织的具体操作步骤与规范。,Procedural,T001|T003|T006,CL0201
1-05-00-02,村民委员会负责人,K003,Knowledge,区域农业经济战略,理解本地农业资源禀赋、产业结构及未来发展趋势，以制定符合村情的长期规划。,Strategic,T004|T005,CL0202
1-05-00-02,村民委员会负责人,S001,Skill,政策宣讲与公文写作,能够准确将上级政策转化为村民易懂的语言，并规范撰写各类行政文书。,Technical,T001|T006,CL0203
1-05-00-02,村民委员会负责人,S002,Skill,人际冲突调解技巧,运用方言、习俗及人情世故化解村民间的利益冲突，恢复社区和谐。,Interpersonal,T002|T008,CL0204
1-05-00-02,村民委员会负责人,S003,Skill,项目统筹与资源分配,能够科学规划村级项目进度，合理调配人力、物力与财力资源。,Cognitive,T003|T004,CL0205
1-05-00-02,村民委员会负责人,A001,Ability,复杂情境决策力,在信息不完全或利益冲突激烈的情况下，迅速做出符合集体利益的判断。,Cognitive,T002|T004,CL0206
1-05-00-02,村民委员会负责人,A002,Ability,实地巡查与体力耐力,具备在乡村复杂地形中长时间行走、巡查及参与体力劳动的生理能力。,Physical,T009|T005,CL0207
