Occupation Code / 职业代码,Occupation Name / 职业名称,Task ID / 任务编号,Task Description (CN) / 任务描述 (中文),Weight Category / 权重类别,Weight Percentage / 权重百分比,Substitutivity (0-1) / 替代性 (0-1 分制),Augmentation (0-1) / 增强性 (0-1 分制),Complementarity (0-1) / 互补性 (0-1 分制),Substitutivity (1-5) / 替代性 (1-5 分制),Augmentation (1-5) / 增强性 (1-5 分制),Complementarity (1-5) / 互补性 (1-5 分制)
,企业经理,T001,制定企业长期战略规划,Primary,0.12,0.15,0.65,0.85,2,4,4
,企业经理,T002,构建并维护核心团队信任关系,Primary,0.12,0.05,0.4,0.95,1,3,5
,企业经理,T003,执行关键业务运营决策,Primary,0.12,0.3,0.75,0.7,2,4,4
,企业经理,T004,分析市场数据与竞争态势,Primary,0.12,0.85,0.95,0.4,4,5,3
,企业经理,T005,优化内部人力资源配置,Primary,0.12,0.2,0.7,0.8,2,4,4
,企业经理,T006,协调跨部门业务流程,Secondary,0.1,0.45,0.6,0.55,3,3,3
,企业经理,T007,撰写常规管理报告与公文,Secondary,0.1,0.9,0.95,0.2,5,5,2
,企业经理,T008,处理突发危机公关事件,Secondary,0.1,0.1,0.5,0.9,1,3,5
,企业经理,T009,维护外部利益相关者关系,Ancillary,0.05,0.15,0.3,0.85,2,2,4
,企业经理,T010,整理基础财务与运营数据,Ancillary,0.05,0.95,0.9,0.15,5,5,2
,国有企业中国共产党组织负责人,T001,制定并执行企业党建战略规划,Primary,0.12,0.15,0.65,0.8,2,4,4
,国有企业中国共产党组织负责人,T002,开展党员思想政治教育与谈心谈话,Primary,0.12,0.1,0.4,0.85,1,3,4
,国有企业中国共产党组织负责人,T003,组织与实施干部选拔任用考核,Primary,0.12,0.2,0.55,0.75,2,3,4
,国有企业中国共产党组织负责人,T004,管理群团组织活动与职工权益维护,Primary,0.12,0.18,0.5,0.7,2,3,4
,国有企业中国共产党组织负责人,T005,撰写党建工作报告与政策文件,Primary,0.12,0.45,0.85,0.6,3,4,3
,国有企业中国共产党组织负责人,T006,监督国有企业改革政策落地执行,Secondary,0.1,0.3,0.7,0.65,2,4,4
,国有企业中国共产党组织负责人,T007,协调跨部门党建与业务融合工作,Secondary,0.1,0.25,0.6,0.7,2,3,4
,国有企业中国共产党组织负责人,T008,维护党组织档案与会议记录,Secondary,0.1,0.6,0.8,0.4,3,4,3
,国有企业中国共产党组织负责人,T009,处理日常党务行政事务与流程审批,Ancillary,0.05,0.75,0.9,0.3,4,5,2
,国有企业中国共产党组织负责人,T010,开展党务系统数据维护与统计分析,Ancillary,0.05,0.8,0.95,0.25,4,5,2
,事业单位负责人,T001,制定单位中长期发展战略规划,Primary,0.12,0.15,0.65,0.8,2,4,4
,事业单位负责人,T002,主持重大人事任免与绩效考核决策,Primary,0.12,0.1,0.5,0.85,1,3,4
,事业单位负责人,T003,统筹调配财政预算与核心资源,Primary,0.12,0.2,0.75,0.7,2,4,4
,事业单位负责人,T004,协调处理突发公共危机与舆情事件,Primary,0.12,0.05,0.6,0.9,1,3,5
,事业单位负责人,T005,向主管部门提交年度行政工作报告,Primary,0.12,0.4,0.85,0.6,3,4,3
,事业单位负责人,T006,组织内部团队建设与员工激励活动,Secondary,0.1,0.1,0.4,0.8,1,3,4
,事业单位负责人,T007,审核日常行政流程与合规性文件,Secondary,0.1,0.55,0.7,0.5,3,4,3
,事业单位负责人,T008,维护外部利益相关者关系网络,Secondary,0.1,0.15,0.45,0.85,2,3,4
,事业单位负责人,T009,整理归档历史业务数据与档案,Ancillary,0.05,0.85,0.9,0.3,4,5,2
,事业单位负责人,T010,采购办公用品与后勤物资,Ancillary,0.05,0.9,0.8,0.2,5,4,2
,哲学研究人员,T001,Construct philosophical arguments based on historical texts,Primary,0.12,0.35,0.75,0.65,2,4,4
,哲学研究人员,T002,Interpret complex philosophical texts and concepts,Primary,0.12,0.4,0.8,0.6,3,4,3
,哲学研究人员,T003,Evaluate and compare conflicting philosophical theories,Primary,0.12,0.3,0.7,0.7,2,4,4
,哲学研究人员,T004,Design research frameworks for science and technology studies,Primary,0.12,0.25,0.65,0.75,2,4,4
,哲学研究人员,T005,Publish peer-reviewed academic papers and monographs,Primary,0.12,0.45,0.85,0.55,3,4,3
,哲学研究人员,T006,Mentor graduate students and supervise thesis work,Secondary,0.1,0.15,0.4,0.85,2,3,4
,哲学研究人员,T007,Collaborate with interdisciplinary research teams,Secondary,0.1,0.2,0.5,0.8,2,3,4
,哲学研究人员,T008,Manage research archives and bibliographic databases,Secondary,0.1,0.85,0.9,0.2,4,5,2
,哲学研究人员,T009,Attend academic conferences and present findings,Ancillary,0.05,0.1,0.3,0.9,1,2,5
,哲学研究人员,T010,Review and edit draft manuscripts for publication,Ancillary,0.05,0.6,0.8,0.4,3,4,3
,经济学研究人员,T001,Construct mathematical models for economic analysis,Primary,0.12,0.35,0.85,0.65,2,4,4
,经济学研究人员,T002,Process and clean large-scale economic datasets,Primary,0.12,0.9,0.95,0.4,5,5,3
,经济学研究人员,T003,Evaluate policy impacts using econometric methods,Primary,0.12,0.4,0.75,0.7,3,4,4
,经济学研究人员,T004,Forecast future economic trends based on historical data,Primary,0.12,0.5,0.8,0.6,3,4,3
,经济学研究人员,T005,Synthesize research findings into policy briefs,Primary,0.12,0.6,0.7,0.5,3,4,3
,经济学研究人员,T006,Review and validate theoretical assumptions in literature,Secondary,0.1,0.2,0.4,0.8,2,3,4
,经济学研究人员,T007,Collaborate with stakeholders to define research scope,Secondary,0.1,0.15,0.3,0.85,2,2,4
,经济学研究人员,T008,Manage research project timelines and resources,Secondary,0.1,0.45,0.65,0.55,3,4,3
,经济学研究人员,T009,Archive and document research methodologies,Ancillary,0.05,0.95,0.9,0.2,5,5,2
,经济学研究人员,T010,Present research results to academic or public audiences,Ancillary,0.05,0.3,0.5,0.7,2,3,4
,法学研究人员,T001,Synthesize legal theories and historical precedents,Primary,0.12,0.35,0.85,0.65,2,4,4
,法学研究人员,T002,Conduct critical analysis of complex case studies,Primary,0.12,0.4,0.8,0.6,3,4,3
,法学研究人员,T003,Formulate legislative policy recommendations,Primary,0.12,0.25,0.75,0.75,2,4,4
,法学研究人员,T004,Verify logical consistency of legal arguments,Primary,0.12,0.5,0.9,0.5,3,5,3
,法学研究人员,T005,Review and edit academic legal manuscripts,Primary,0.12,0.45,0.85,0.55,3,4,3
,法学研究人员,T006,Consult with stakeholders on legal implications,Secondary,0.1,0.15,0.4,0.85,2,3,4
,法学研究人员,T007,Manage research project timelines and resources,Secondary,0.1,0.6,0.7,0.4,3,4,3
,法学研究人员,T008,Present findings to academic or policy audiences,Secondary,0.1,0.2,0.5,0.8,2,3,4
,法学研究人员,T009,Archive and catalog legal research data,Ancillary,0.05,0.8,0.95,0.2,4,5,2
,法学研究人员,T010,Maintain professional ethical standards in research,Ancillary,0.05,0.1,0.3,0.9,1,2,5
,教育学研究人员,T001,Construct educational theoretical frameworks,Primary,0.12,0.35,0.65,0.75,2,4,4
,教育学研究人员,T002,Design quantitative and qualitative research methodologies,Primary,0.12,0.4,0.7,0.7,3,4,4
,教育学研究人员,T003,Analyze educational policy impacts and trends,Primary,0.12,0.55,0.8,0.6,3,4,3
,教育学研究人员,T004,Synthesize research findings into academic reports,Primary,0.12,0.6,0.85,0.55,3,4,3
,教育学研究人员,T005,Formulate strategic educational recommendations,Primary,0.12,0.25,0.5,0.85,2,3,4
,教育学研究人员,T006,Collect and validate educational data sources,Secondary,0.1,0.75,0.9,0.4,4,5,3
,教育学研究人员,T007,Conduct stakeholder interviews and focus groups,Secondary,0.1,0.15,0.45,0.9,2,3,5
,教育学研究人员,T008,Review and edit peer-reviewed academic manuscripts,Secondary,0.1,0.5,0.75,0.65,3,4,4
,教育学研究人员,T009,Present research outcomes to policy makers,Ancillary,0.05,0.2,0.6,0.8,2,3,4
,教育学研究人员,T010,Maintain professional research ethics and compliance,Ancillary,0.05,0.1,0.3,0.95,1,2,5
,心理学研究人员,T001,设计心理学实验方案,Primary,0.12,0.3,0.85,0.75,2,4,4
,心理学研究人员,T002,实施心理测量与数据采集,Primary,0.12,0.4,0.7,0.65,3,4,4
,心理学研究人员,T003,分析实验数据与统计推断,Primary,0.12,0.8,0.95,0.4,4,5,3
,心理学研究人员,T004,撰写学术研究报告,Primary,0.12,0.65,0.9,0.5,4,5,3
,心理学研究人员,T005,评估受试者心理状态,Primary,0.12,0.15,0.4,0.9,2,3,5
,心理学研究人员,T006,构建理论模型与假设,Secondary,0.1,0.25,0.6,0.8,2,3,4
,心理学研究人员,T007,审核实验伦理合规性,Secondary,0.1,0.2,0.5,0.85,2,3,4
,心理学研究人员,T008,维护实验设备与数据,Secondary,0.1,0.75,0.6,0.3,4,3,2
,心理学研究人员,T009,指导初级研究人员,Ancillary,0.05,0.1,0.3,0.95,1,2,5
,心理学研究人员,T010,整理文献综述资料,Ancillary,0.05,0.9,0.95,0.2,5,5,2
,体育学研究人员,T001,构建体育理论分析框架,Primary,0.12,0.35,0.75,0.65,2,4,4
,体育学研究人员,T002,执行运动科学数据建模,Primary,0.12,0.8,0.9,0.4,4,5,3
,体育学研究人员,T003,制定体育政策研究方案,Primary,0.12,0.4,0.6,0.8,3,3,4
,体育学研究人员,T004,评估体育项目社会影响,Primary,0.12,0.45,0.7,0.75,3,4,4
,体育学研究人员,T005,撰写体育学术研究报告,Primary,0.12,0.65,0.85,0.55,4,4,3
,体育学研究人员,T006,设计运动干预实验流程,Secondary,0.1,0.5,0.6,0.7,3,3,4
,体育学研究人员,T007,解读运动生理监测数据,Secondary,0.1,0.7,0.8,0.5,4,4,3
,体育学研究人员,T008,协调跨学科研究团队,Secondary,0.1,0.2,0.4,0.9,2,3,5
,体育学研究人员,T009,整理体育政策文献档案,Ancillary,0.05,0.95,0.95,0.1,5,5,1
,体育学研究人员,T010,汇报研究成果给决策者,Ancillary,0.05,0.3,0.5,0.85,2,3,4
,历史学研究人员,T001,Analyze historical theories and frameworks,Primary,0.12,0.35,0.75,0.8,2,4,4
,历史学研究人员,T002,Verify authenticity of historical documents,Primary,0.12,0.4,0.65,0.75,3,4,4
,历史学研究人员,T003,Synthesize specialized historical narratives,Primary,0.12,0.3,0.8,0.85,2,4,4
,历史学研究人员,T004,Critique existing historical interpretations,Primary,0.12,0.25,0.7,0.8,2,4,4
,历史学研究人员,T005,Compose academic historical commentaries,Primary,0.12,0.45,0.85,0.75,3,4,4
,历史学研究人员,T006,Conduct archival research and data collection,Secondary,0.1,0.5,0.9,0.6,3,5,3
,历史学研究人员,T007,Interpret ambiguous historical evidence,Secondary,0.1,0.2,0.6,0.9,2,3,5
,历史学研究人员,T008,Collaborate with interdisciplinary experts,Secondary,0.1,0.15,0.5,0.95,2,3,5
,历史学研究人员,T009,Manage research project logistics,Ancillary,0.05,0.7,0.8,0.4,4,4,3
,历史学研究人员,T010,Maintain professional ethical standards,Ancillary,0.05,0.1,0.3,0.9,1,2,5
,数学研究人员,T001,Construct mathematical models for complex systems,Primary,0.12,0.35,0.85,0.65,2,4,4
,数学研究人员,T002,Derive rigorous mathematical proofs for conjectures,Primary,0.12,0.4,0.7,0.6,3,4,3
,数学研究人员,T003,Formulate abstract research questions from empirical data,Primary,0.12,0.2,0.5,0.8,2,3,4
,数学研究人员,T004,Validate computational results against theoretical bounds,Primary,0.12,0.6,0.9,0.4,3,5,3
,数学研究人员,T005,Synthesize research findings into academic publications,Primary,0.12,0.55,0.8,0.45,3,4,3
,数学研究人员,T006,Design algorithms for numerical simulation,Secondary,0.1,0.75,0.95,0.25,4,5,2
,数学研究人员,T007,Review and critique peer research methodologies,Secondary,0.1,0.3,0.6,0.7,2,3,4
,数学研究人员,T008,Collaborate with interdisciplinary teams on applied problems,Secondary,0.1,0.15,0.4,0.85,2,3,4
,数学研究人员,T009,Maintain and update mathematical software libraries,Ancillary,0.05,0.85,0.95,0.15,4,5,2
,数学研究人员,T010,Mentor junior researchers and students,Ancillary,0.05,0.1,0.3,0.9,1,2,5
,物理科学研究人员,T001,Formulate theoretical models,Primary,0.12,0.35,0.75,0.8,2,4,4
,物理科学研究人员,T002,Design experimental protocols,Primary,0.12,0.2,0.65,0.85,2,4,4
,物理科学研究人员,T003,Conduct laboratory measurements,Primary,0.12,0.15,0.5,0.9,2,3,5
,物理科学研究人员,T004,Analyze empirical data sets,Primary,0.12,0.85,0.95,0.4,4,5,3
,物理科学研究人员,T005,Publish research findings,Primary,0.12,0.6,0.8,0.5,3,4,3
,物理科学研究人员,T006,Review peer literature,Secondary,0.1,0.7,0.85,0.3,4,4,2
,物理科学研究人员,T007,Supervise research assistants,Secondary,0.1,0.1,0.4,0.95,1,3,5
,物理科学研究人员,T008,Maintain equipment inventory,Secondary,0.1,0.3,0.6,0.7,2,3,4
,物理科学研究人员,T009,Document safety compliance,Ancillary,0.05,0.5,0.7,0.5,3,4,3
,物理科学研究人员,T010,Apply for research grants,Ancillary,0.05,0.4,0.75,0.6,3,4,3
,化学研究人员,T001,Design chemical synthesis pathways,Primary,0.12,0.15,0.75,0.85,2,4,4
,化学研究人员,T002,Execute laboratory synthesis procedures,Primary,0.12,0.2,0.6,0.7,2,3,4
,化学研究人员,T003,Analyze experimental data using statistical methods,Primary,0.12,0.85,0.95,0.4,4,5,3
,化学研究人员,T004,Interpret spectroscopic and chromatographic results,Primary,0.12,0.3,0.7,0.8,2,4,4
,化学研究人员,T005,Document experimental protocols and findings,Primary,0.12,0.7,0.8,0.5,4,4,3
,化学研究人员,T006,Maintain laboratory safety compliance standards,Secondary,0.1,0.25,0.5,0.65,2,3,4
,化学研究人员,T007,Collaborate with cross-functional research teams,Secondary,0.1,0.1,0.4,0.9,1,3,5
,化学研究人员,T008,Calibrate analytical instruments and sensors,Secondary,0.1,0.35,0.65,0.6,2,4,3
,化学研究人员,T009,Review and validate research literature,Ancillary,0.05,0.8,0.9,0.3,4,5,2
,化学研究人员,T010,Dispose of hazardous chemical waste,Ancillary,0.05,0.15,0.3,0.55,2,2,3
,天文学研究人员,T001,Design and execute astronomical observation plans,Primary,0.12,0.2,0.85,0.8,2,4,4
,天文学研究人员,T002,Process and calibrate raw telescope data,Primary,0.12,0.75,0.95,0.6,4,5,3
,天文学研究人员,T003,Construct theoretical models for celestial phenomena,Primary,0.12,0.3,0.7,0.9,2,4,5
,天文学研究人员,T004,Analyze observational datasets for statistical patterns,Primary,0.12,0.65,0.9,0.7,4,5,4
,天文学研究人员,T005,Publish research findings in academic journals,Primary,0.12,0.4,0.8,0.75,3,4,4
,天文学研究人员,T006,Maintain and troubleshoot astronomical instrumentation,Secondary,0.1,0.35,0.6,0.65,2,3,4
,天文学研究人员,T007,Collaborate with international research teams,Secondary,0.1,0.25,0.5,0.85,2,3,4
,天文学研究人员,T008,Review and validate peer research proposals,Secondary,0.1,0.3,0.65,0.8,2,4,4
,天文学研究人员,T009,Document experimental procedures and results,Ancillary,0.05,0.8,0.9,0.4,4,5,3
,天文学研究人员,T010,Manage research project budgets and resources,Ancillary,0.05,0.7,0.75,0.5,4,4,3
,生物学研究人员,T001,Design experimental protocols for hypothesis testing,Primary,0.12,0.3,0.85,0.75,2,4,4
,生物学研究人员,T002,Execute precise laboratory manipulations on biological samples,Primary,0.12,0.15,0.4,0.8,2,3,4
,生物学研究人员,T003,Analyze complex datasets using statistical software,Primary,0.12,0.8,0.95,0.6,4,5,3
,生物学研究人员,T004,Interpret experimental results to validate or reject hypotheses,Primary,0.12,0.25,0.7,0.85,2,4,4
,生物学研究人员,T005,Document findings and publish research papers,Primary,0.12,0.6,0.9,0.5,3,5,3
,生物学研究人员,T006,Maintain and calibrate laboratory instrumentation,Secondary,0.1,0.2,0.5,0.7,2,3,4
,生物学研究人员,T007,Review and synthesize existing literature for research context,Secondary,0.1,0.75,0.85,0.4,4,4,3
,生物学研究人员,T008,Collaborate with interdisciplinary teams on project goals,Secondary,0.1,0.1,0.3,0.9,1,2,5
,生物学研究人员,T009,Ensure compliance with safety and ethical regulations,Ancillary,0.05,0.4,0.6,0.7,3,3,4
,生物学研究人员,T010,Mentor junior researchers and students,Ancillary,0.05,0.05,0.2,0.95,1,2,5
,地球科学研究人员,T001,Conduct field geological surveys,Primary,0.12,0.15,0.4,0.85,2,3,4
,地球科学研究人员,T002,Analyze geological data sets,Primary,0.12,0.85,0.95,0.6,4,5,3
,地球科学研究人员,T003,Design experimental research protocols,Primary,0.12,0.3,0.7,0.75,2,4,4
,地球科学研究人员,T004,Interpret spatial geological patterns,Primary,0.12,0.45,0.8,0.7,3,4,4
,地球科学研究人员,T005,Synthesize research findings into reports,Primary,0.12,0.75,0.9,0.5,4,5,3
,地球科学研究人员,T006,Calibrate field observation instruments,Secondary,0.1,0.2,0.3,0.5,2,2,3
,地球科学研究人员,T007,Validate sample integrity in laboratory,Secondary,0.1,0.35,0.65,0.6,2,4,3
,地球科学研究人员,T008,Collaborate with interdisciplinary teams,Secondary,0.1,0.1,0.4,0.9,1,3,5
,地球科学研究人员,T009,Archive and manage geological databases,Ancillary,0.05,0.9,0.85,0.3,5,4,2
,地球科学研究人员,T010,Review and audit AI-generated models,Ancillary,0.05,0.25,0.75,0.8,2,4,4
,农业科学研究人员,T001,Design crop breeding experiments,Primary,0.12,0.15,0.85,0.9,2,4,5
,农业科学研究人员,T002,Conduct field resource surveys,Primary,0.12,0.3,0.7,0.8,2,4,4
,农业科学研究人员,T003,Analyze experimental data sets,Primary,0.12,0.8,0.95,0.6,4,5,3
,农业科学研究人员,T004,Develop new agricultural technologies,Primary,0.12,0.2,0.8,0.85,2,4,4
,农业科学研究人员,T005,Interpret crop growth patterns,Primary,0.12,0.25,0.75,0.8,2,4,4
,农业科学研究人员,T006,Write scientific research reports,Secondary,0.1,0.7,0.9,0.5,4,5,3
,农业科学研究人员,T007,Monitor livestock health status,Secondary,0.1,0.4,0.6,0.7,3,3,4
,农业科学研究人员,T008,Collaborate with farming communities,Secondary,0.1,0.1,0.4,0.95,1,3,5
,农业科学研究人员,T009,Maintain laboratory equipment,Ancillary,0.05,0.6,0.5,0.4,3,3,3
,农业科学研究人员,T010,Document field observations,Ancillary,0.05,0.5,0.7,0.5,3,4,3
,医学研究人员,T001,Design experimental protocols for drug efficacy testing,Primary,0.12,0.15,0.75,0.8,2,4,4
,医学研究人员,T002,Conduct laboratory experiments on biological samples,Primary,0.12,0.3,0.65,0.7,2,4,4
,医学研究人员,T003,Analyze complex clinical and experimental datasets,Primary,0.12,0.85,0.95,0.6,4,5,3
,医学研究人员,T004,Develop novel therapeutic technologies or methodologies,Primary,0.12,0.1,0.5,0.9,1,3,5
,医学研究人员,T005,Interpret research findings and formulate clinical recommendations,Primary,0.12,0.2,0.7,0.85,2,4,4
,医学研究人员,T006,Document experimental procedures and results in technical reports,Secondary,0.1,0.7,0.8,0.4,4,4,3
