occupation_code,occupation_name,isco08_code,major_category,substitutivity_01,augmentation_01,complementarity_01,substitutivity_5,augmentation_5,complementarity_5,exposure_index_rho,agentic_potential,cognitive_requirement,physicality_intensity,language_intensity
6-04-06-05,印染后整理工,8147,8,0.5025,0.64,0.5025,3,4,3,0.5025,0,55,45,40
6-04-06-06,印染染化料配制工,7126,7,0.354,0.729,0.6095,2,4,3,0.354,0,55,40,60
6-04-06-07,工艺染织品制作工,7412,7,0.3725,0.724,0.6745,2,4,4,0.3725,0,65,45,70
6-05-01-01,服装制版师,3322,3,0.4415,0.683,0.701,3,4,4,0.4415,0,72,25,65
6-05-01-02,裁剪工,8311,8,0.4775,0.731,0.5225,3,4,3,0.4775,0,45,60,30
6-05-01-03,缝纫工,8141,8,0.461,0.5925,0.6175,3,3,3,0.461,0,45,60,35
6-05-01-04,缝纫品整型工,8140,8,0.5085,0.633,0.5325,3,4,3,0.5085,0,45,35,30
6-05-01-05,服装水洗工,9321,9,0.48,0.733,0.52,3,4,3,0.48,0,45,75,30
6-05-01-06,绒线编织拼布工,7412,7,0.5075,0.6695,0.635,3,4,4,0.5075,0,65,15,70
6-05-02-01,皮革及皮革制品加工工,7412,7,0.4415,0.6345,0.5635,3,4,3,0.4415,0,55,45,40
6-05-02-02,毛皮及毛皮制品加工工,7413,7,0.4535,0.611,0.5815,3,3,3,0.4535,0,65,45,30
6-05-03-00,羽绒加工及制品充填工,9414,9,0.4425,0.6855,0.6225,3,4,3,0.4425,0,45,60,35
6-05-04-01,制鞋工,8311,8,0.455,0.6935,0.545,3,4,3,0.455,0,45,60,30
6-05-04-02,制帽工,7412,7,0.31,0.635,0.672,2,4,4,0.31,0,45,60,30
6-06-01-01,制材工,8133,8,0.403,0.587,0.6605,3,3,4,0.403,0,45,60,30
6-06-01-02,木竹藤材处理工,7126,7,0.477,0.7365,0.523,3,4,3,0.477,0,55,45,30
6-06-02-01,胶合板工,7919,7,0.45,0.657,0.56,3,4,3,0.45,0,45,60,30
6-06-02-02,纤维板工,8140,8,0.431,0.652,0.5965,3,4,3,0.431,0,65,45,30
6-06-02-03,刨花板工,8133,8,0.4075,0.6945,0.5865,3,4,3,0.4075,0,45,60,30
6-06-02-04,浸渍纸层压板工,7919,7,0.3105,0.7285,0.677,2,4,4,0.3105,0,55,40,30
6-06-02-05,人造板饰面工,7919,7,0.3565,0.7145,0.6365,2,4,4,0.3565,0,55,45,30
6-06-03-01,手工木工,7412,7,0.308,0.587,0.692,2,3,4,0.308,0,65,75,40
6-06-03-02,机械木工,7412,7,0.4405,0.7535,0.6305,3,4,4,0.4405,0,65,45,30
6-06-03-03,木地板制造工,7412,7,0.485,0.67,0.52,3,4,3,0.485,0,45,60,30
6-06-04-00,家具制作工,7412,7,0.338,0.6535,0.6725,2,4,4,0.338,0,65,75,40
6-07-01-01,制浆工,8134,8,0.4445,0.7505,0.513,3,4,3,0.4445,0,65,45,30
6-07-01-02,制浆废液回收利用工L,3123,3,0.336,0.7045,0.677,2,4,4,0.336,0,65,45,60
6-07-01-03,造纸工,8134,8,0.4175,0.7065,0.59,3,4,3,0.4175,0,55,40,35
6-07-01-04,纸张整饰工,7919,7,0.3825,0.674,0.5625,3,4,3,0.3825,0,45,35,20
6-07-01-05,宣纸书画纸制作工,7413,7,0.3285,0.5845,0.6715,2,3,4,0.3285,0,65,45,30
6-07-02-00,纸箱纸盒制作工,8140,8,0.373,0.722,0.659,2,4,4,0.373,0,45,55,30
6-08-01-01,印前处理和制作员,3431,3,0.419,0.646,0.581,3,4,3,0.419,0,65,25,60
6-08-01-02,印刷操作员,7919,7,0.43,0.645,0.5215,3,4,3,0.43,0,55,40,30
6-08-01-03,印后制作员,7919,7,0.44,0.699,0.52,3,4,3,0.44,0,45,60,30
6-08-02-00,音像制品和电子出版物复制员,7920,7,0.467,0.719,0.533,3,4,3,0.467,0,55,40,30
6-09-01-01,自来水笔制造工,7419,7,0.395,0.7,0.615,3,4,3,0.395,0,45,35,20
6-09-01-02,圆珠笔制造工,8130,8,0.5925,0.672,0.471,3,4,3,0.5925,0,45,35,20
6-09-01-03,铅笔制造工,8130,8,0.495,0.765,0.499,3,4,3,0.495,0,45,60,30
6-09-01-04,毛笔制作工,7413,7,0.286,0.5615,0.719,2,3,4,0.286,0,45,60,30
6-09-01-05,记号笔制造工,8130,8,0.466,0.6995,0.544,3,4,3,0.466,0,45,60,30
6-09-01-06,墨制作工,7412,7,0.3325,0.61,0.6685,2,3,4,0.3325,0,65,45,30
6-09-01-07,墨水墨汁制造工,7919,7,0.382,0.7475,0.618,3,4,3,0.382,0,65,45,30
6-09-01-08,绘图仪器制作工,7419,7,0.444,0.708,0.561,3,4,3,0.444,0,65,15,70
6-09-01-09,印泥制作工,7126,7,0.355,0.712,0.605,2,4,3,0.355,0,45,60,30
6-09-02-01,钢琴及键盘乐器制作工,7412,7,0.3595,0.527,0.6405,2,3,4,0.3595,0,75,40,30
6-09-02-02,提琴吉他制作工,7412,7,0.332,0.6275,0.668,2,4,4,0.332,0,75,60,40
6-09-02-03,管乐器制作工,7412,7,0.511,0.746,0.669,3,4,4,0.511,0,72,45,65
6-09-02-04,民族拉弦弹拨乐器制作工,7413,7,0.217,0.525,0.708,2,3,4,0.217,0,75,60,40
6-09-02-05,吹奏乐器制作工,7412,7,0.3965,0.6285,0.642,3,4,4,0.3965,0,65,15,70
6-09-02-06,打击乐器制作工,7413,7,0.5,0.6025,0.5775,3,3,3,0.5,0,65,45,30
6-09-02-07,电鸣乐器制作工,7412,7,0.34,0.632,0.605,2,4,3,0.34,0,65,45,30
6-09-03-01,工艺品雕刻工,7412,7,0.4785,0.6715,0.504,3,4,3,0.4785,0,65,15,70
6-09-03-02,雕塑翻制工,7412,7,0.4425,0.78,0.685,3,4,4,0.4425,0,65,45,30
6-09-03-03,陶瓷工艺品制作师,7413,7,0.354,0.609,0.646,2,3,4,0.354,0,65,45,30
6-09-03-04,景泰蓝制作工,7412,7,0.293,0.5415,0.707,2,3,4,0.293,0,65,45,30
6-09-03-05,金属摆件制作工,7412,7,0.45,0.668,0.546,3,4,3,0.45,0,65,15,70
6-09-03-06,漆器制作工,7412,7,0.272,0.593,0.738,2,3,4,0.272,0,65,15,70
6-09-03-07,壁画制作工,7126,7,0.408,0.6085,0.598,3,3,3,0.408,0,65,45,70
6-09-03-08,版画制作工,7412,7,0.418,0.614,0.594,3,3,3,0.418,0,65,45,30
6-09-03-09,人造花制作工,7412,7,0.35,0.628,0.67,2,4,4,0.35,0,45,60,30
6-09-03-10,工艺画制作工,7412,7,0.394,0.627,0.519,3,4,3,0.394,0,65,15,70
6-09-03-11,抽纱刺绣工,7412,7,0.628,0.655,0.372,4,4,2,0.628,0,65,15,70
6-09-03-12,手工地毯制作工,7126,7,0.3255,0.5625,0.6745,2,3,4,0.3255,0,65,15,70
6-09-03-13,机制地毯制作工,8134,8,0.5025,0.751,0.4775,3,4,3,0.5025,0,45,35,30
6-09-03-14,宝石琢磨工,7412,7,0.4585,0.7945,0.5815,3,4,3,0.4585,0,72,45,60
6-09-03-15,贵金属首饰制作工,7412,7,0.442,0.6405,0.594,3,4,3,0.442,0,65,15,70
6-09-03-16,装裱师,7412,7,0.453,0.6625,0.578,3,4,3,0.453,0,65,15,70
6-09-03-17,民间工艺品制作工,7412,7,0.435,0.6575,0.5785,3,4,3,0.435,0,65,15,70
6-09-03-18,剧装工,7412,7,0.3675,0.7,0.695,2,4,4,0.3675,0,65,45,70
6-09-03-19,民间工艺品艺人,2149,2,0.4155,0.59,0.619,3,3,3,0.4155,0,65,40,70
6-09-04-01,制球工,8130,8,0.415,0.6695,0.585,3,4,3,0.415,0,45,60,30
6-09-04-02,球拍球网制作工,7419,7,0.3225,0.5745,0.6725,2,3,4,0.3225,0,45,60,30
6-09-04-03,健身器材制作工,7412,7,0.459,0.6745,0.511,3,4,3,0.459,0,45,60,30
6-09-05-00,玩具制作工,8140,8,0.4225,0.6925,0.6095,3,4,3,0.4225,0,45,60,35
6-11-01-01,化工原料准备工,8130,8,0.383,0.6925,0.69,3,4,4,0.383,0,45,60,35
6-11-01-02,化工单元操作工,3111,3,0.3105,0.678,0.649,2,4,4,0.3105,0,65,15,70
6-11-01-03,化工总控工S,3126,3,0.3145,0.6975,0.7025,2,4,4,0.3145,0,72,25,65
6-11-01-04,制冷工,7413,7,0.47,0.715,0.5325,3,4,3,0.47,0,65,45,60
6-11-01-05,工业清洗工,7131,7,0.4525,0.702,0.584,3,4,3,0.4525,0,45,60,30
6-11-01-06,腐蚀控制工,7119,7,0.372,0.775,0.6465,2,4,4,0.372,0,65,45,60
6-11-02-01,硫酸生产工,3131,3,0.6075,0.736,0.778,3,4,4,0.6075,0,65,40,30
6-11-02-02,硝酸生产工,3113,3,0.357,0.675,0.646,2,4,4,0.357,0,65,45,60
6-11-02-03,盐酸生产工,3113,3,0.395,0.7445,0.6615,3,4,4,0.395,0,65,45,30
6-11-02-04,磷酸生产工,3111,3,0.434,0.7035,0.691,3,4,4,0.434,0,65,45,30
6-11-02-05,纯碱生产工,3113,3,0.4255,0.682,0.5445,3,4,3,0.4255,0,65,45,60
6-11-02-06,烧碱生产工,3119,3,0.256,0.714,0.7475,2,4,4,0.256,0,65,45,30
6-11-02-07,无机盐生产工,3111,3,0.4225,0.743,0.6725,3,4,4,0.4225,0,65,45,30
6-11-02-08,提硝工,8133,8,0.238,0.709,0.749,2,4,4,0.238,0,55,45,30
6-11-02-09,卤水综合利用工,3119,3,0.42,0.7241,0.58,3,4,3,0.42,0,65,45,30
6-11-02-10,无机化学反应生产工,3111,3,0.4835,0.7165,0.5165,3,4,3,0.4835,0,65,45,30
6-11-02-11,脂肪烃生产工,3119,3,0.3055,0.666,0.691,2,4,4,0.3055,0,65,40,55
6-11-02-12,芳香烃生产工,3119,3,0.423,0.6805,0.678,3,4,4,0.423,0,65,45,30
6-11-02-13,脂肪烃衍生物生产工,3111,3,0.601,0.692,0.8285,3,4,4,0.601,0,65,35,40
6-11-02-14,芳香烃衍生物生产工,3119,3,0.507,0.6695,0.709,3,4,4,0.507,0,65,35,40
6-11-02-15,有机合成工,3113,3,0.3335,0.697,0.7,2,4,4,0.3335,0,65,40,30
6-11-03-01,合成氨生产工,3113,3,0.528,0.6875,0.6475,3,4,4,0.528,0,65,35,40
6-11-03-02,尿素生产工,3119,3,0.338,0.733,0.695,2,4,4,0.338,0,65,45,30
6-11-03-03,硝酸铵生产工,3119,3,0.41,0.7035,0.625,3,4,4,0.41,0,65,45,30
6-11-03-04,硫酸铵生产工,3113,3,0.2855,0.649,0.7035,2,4,4,0.2855,0,65,45,30
6-11-03-05,过磷酸钙生产工,3126,3,0.2635,0.684,0.685,2,4,4,0.2635,0,65,45,30
6-11-03-06,复混肥生产工,8130,8,0.47,0.719,0.5375,3,4,3,0.47,0,55,45,30
6-11-03-07,钙镁磷肥生产工,8130,8,0.46,0.7585,0.601,3,4,3,0.46,0,65,75,40
6-11-03-08,钾肥生产工,8133,8,0.471,0.7285,0.685,3,4,4,0.471,0,65,45,30
6-11-04-00,农药生产工,3113,3,0.2681,0.647,0.6594,2,4,4,0.2681,0,65,45,30
6-11-05-01,涂料生产工,7919,7,0.4755,0.775,0.5245,3,4,3,0.4755,0,55,45,30
6-11-05-02,油墨制造工,7919,7,0.493,0.7685,0.507,3,4,3,0.493,0,65,40,30
6-11-05-03,颜料生产工,3119,3,0.4075,0.7565,0.5925,3,4,3,0.4075,0,65,40,30
6-11-05-04,染料生产工,3113,3,0.412,0.7721,0.6825,3,4,4,0.412,0,65,45,30
6-11-06-00,合成树脂生产工,3119,3,0.3475,0.688,0.69,2,4,4,0.3475,0,65,25,40
6-11-07-00,合成橡胶生产工,3119,3,0.345,0.7365,0.683,2,4,4,0.345,0,65,45,30
6-11-08-01,催化剂生产工,3113,3,0.461,0.705,0.637,3,4,4,0.461,0,65,30,40
6-11-08-02,总溶剂生产工,3119,3,0.4405,0.755,0.708,3,4,4,0.4405,0,65,40,30
6-11-08-03,化学试剂生产工,3113,3,0.434,0.681,0.578,3,4,3,0.434,0,65,45,30
6-11-08-04,印染助剂生产工,3111,3,0.417,0.6925,0.583,3,4,3,0.417,0,65,25,40
6-11-08-05,表面活性剂制造工,3119,3,0.293,0.703,0.657,2,4,4,0.293,0,65,45,30
6-11-08-06,化工添加剂生产工,3123,3,0.4315,0.645,0.6215,3,4,3,0.4315,0,65,35,40
6-11-08-07,油脂化工产品制造工,3119,3,0.293,0.692,0.6475,2,4,4,0.293,0,65,45,30
6-11-08-08,动物胶制造工,7919,7,0.427,0.756,0.567,3,4,3,0.427,0,55,40,30
6-11-08-09,人造板制胶工,3119,3,0.4245,0.74,0.5505,3,4,3,0.4245,0,65,35,40
6-11-08-10,有机硅生产工,3119,3,0.384,0.695,0.628,3,4,4,0.384,0,65,45,30
6-11-08-11,有机氟生产工,3113,3,0.35,0.747,0.612,2,4,3,0.35,0,65,45,30
6-11-08-12,松香工,7112,7,0.3805,0.688,0.627,3,4,4,0.3805,0,65,75,30
6-11-08-13,松节油制品工,3119,3,0.396,0.674,0.604,3,4,3,0.396,0,65,35,40
6-11-08-14,活性炭生产工,7919,7,0.352,0.651,0.694,2,4,4,0.352,0,65,45,30
6-11-08-15,栲胶生产工,3111,3,0.4255,0.719,0.5345,3,4,3,0.4255,0,55,45,30
6-11-08-16,紫胶生产工,8134,8,0.3925,0.6555,0.5675,3,4,3,0.3925,0,55,45,30
6-11-08-17,栓皮制品工,8149,8,0.4485,0.6345,0.6115,3,4,3,0.4485,0,45,60,30
6-11-08-18,植物原料水解工,3119,3,0.4385,0.719,0.5615,3,4,3,0.4385,0,65,45,30
6-11-08-19,感光材料生产工,3119,3,0.427,0.6985,0.573,3,4,3,0.427,0,65,35,40
6-11-08-20,胶印版材生产工,7920,7,0.4175,0.672,0.6215,3,4,3,0.4175,0,65,45,30
6-11-08-21,柔性版材生产工,7919,7,0.485,0.657,0.49,3,4,3,0.485,0,65,45,30
6-11-08-22,磁记录材料生产工,8140,8,0.4435,0.627,0.5655,3,4,3,0.4435,0,55,30,40
6-11-08-23,热转移防护膜涂布工,7919,7,0.52,0.703,0.48,3,4,3,0.52,0,55,40,35
6-11-08-24,平板显示膜生产工,8140,8,0.365,0.689,0.615,2,4,3,0.365,0,65,35,40
6-11-08-25,甘油制造工,3113,3,0.3575,0.7495,0.6425,2,4,4,0.3575,0,65,45,30
6-11-08-26,生物质化工产品生产工,3113,3,0.514,0.737,0.798,3,4,4,0.514,0,65,40,30
6-11-09-01,雷管制造工,8130,8,0.3005,0.701,0.715,2,4,4,0.3005,0,65,15,70
6-11-09-02,索状爆破器材制造工,7919,7,0.4175,0.715,0.6025,3,4,3,0.4175,0,45,35,30
6-11-09-03,火工品装配工,7919,7,0.4045,0.68,0.688,3,4,4,0.4045,0,65,15,70
6-11-09-04,火工品管理工,7139,7,0.323,0.67,0.642,2,4,4,0.323,0,65,45,60
6-11-09-05,烟花爆竹工,7919,7,0.3175,0.6975,0.72,2,4,4,0.3175,0,45,60,30
6-11-10-01,合成洗涤剂制造工,8130,8,0.425,0.735,0.555,3,4,3,0.425,0,55,40,30
6-11-10-02,肥皂制造工,8140,8,0.474,0.717,0.5285,3,4,3,0.474,0,45,35,30
6-11-10-03,化妆品配方师,2149,2,0.417,0.7415,0.675,3,4,4,0.417,0,75,20,65
6-11-10-04,化妆品制造工,8140,8,0.346,0.782,0.742,2,4,4,0.346,0,45,35,40
6-11-10-05,口腔清洁剂制造工,8140,8,0.4315,0.7396,0.64,3,4,4,0.4315,0,45,35,20
6-11-10-06,香料制造工,3113,3,0.3975,0.734,0.6315,3,4,4,0.3975,0,65,35,40
6-11-10-07,调香师,2149,2,0.444,0.67,0.5635,3,4,3,0.444,0,75,20,65
6-11-10-08,香精配制工,7126,7,0.402,0.6795,0.6035,3,4,3,0.402,0,65,15,70
6-11-10-09,火柴制造工,8140,8,0.34,0.671,0.677,2,4,4,0.34,0,45,60,30
6-11-10-10,日用化学用品配方师,2149,2,0.4155,0.646,0.643,3,4,4,0.4155,0,75,20,65
6-12-01-00,化学合成制药工,3113,3,0.4605,0.671,0.712,3,4,4,0.4605,0,65,35,40
6-12-02-00,中药炮制工,7126,7,0.4125,0.664,0.555,3,4,3,0.4125,0,65,45,30
6-12-03-00,药物制剂工,3126,3,0.3285,0.721,0.664,2,4,4,0.3285,0,55,40,60
6-12-04-00,兽药制造工,3113,3,0.292,0.594,0.588,2,3,3,0.292,0,65,35,40
6-12-05-01,生化药品制造工,3119,3,0.395,0.7045,0.7075,3,4,4,0.395,0,65,35,40
6-12-05-02,发酵工程制药工,3126,3,0.432,0.691,0.694,3,4,4,0.432,0,65,25,40
6-12-05-03,疫苗制品工,3126,3,0.324,0.666,0.7465,2,4,4,0.324,0,65,15,70
6-12-05-04,血液制品工,3126,3,0.438,0.6835,0.5895,3,4,3,0.438,0,65,35,40
6-12-05-05,基因工程药品生产工,3126,3,0.4505,0.727,0.608,3,4,3,0.4505,0,72,25,65
6-13-01-01,化纤聚合工,3119,3,0.3335,0.745,0.68,2,4,4,0.3335,0,65,35,40
6-13-01-02,纺丝原液制造工,3119,3,0.3885,0.66,0.6175,3,4,3,0.3885,0,65,45,30
6-13-02-01,纺丝工,8134,8,0.43,0.721,0.71,3,4,4,0.43,0,45,35,30
6-13-02-02,化纤后处理工,8140,8,0.3825,0.694,0.6175,3,4,3,0.3825,0,65,35,40
6-14-01-01,橡胶制品生产工,8141,8,0.426,0.6825,0.6455,3,4,4,0.426,0,45,60,30
6-14-01-02,轮胎翻修工L,7920,7,0.44,0.695,0.673,3,4,4,0.44,0,45,75,20
6-14-02-00,塑料制品成型制作工,8140,8,0.409,0.628,0.576,3,4,3,0.409,0,45,35,20
6-15-01-01,水泥生产工,8130,8,0.42,0.655,0.55,3,4,3,0.42,0,65,45,30
6-15-01-02,水泥混凝土制品工,8130,7,0.406,0.692,0.599,3,4,3,0.406,0,45,85,30
6-15-01-03,石灰煅烧工,8130,8,0.663,0.7555,0.665,4,4,4,0.663,0,65,40,30
6-15-01-04,石膏粉生产工,8130,8,0.424,0.724,0.67,3,4,4,0.424,0,45,60,30
6-15-01-05,石膏制品生产工,8130,8,0.459,0.6755,0.568,3,4,3,0.459,0,45,60,30
6-15-01-06,预拌混凝土生产工,7919,7,0.3315,0.6715,0.667,2,4,4,0.3315,0,55,45,60
6-15-02-01,砖瓦生产工,8130,8,0.466,0.679,0.6265,3,4,4,0.466,0,45,75,30
6-15-02-02,加气混凝土制品工,8134,8,0.3725,0.6975,0.683,2,4,4,0.3725,0,55,45,30
6-15-02-03,石材生产工,7126,7,0.3575,0.6845,0.687,2,4,4,0.3575,0,45,75,30
6-15-02-04,人造石生产加工工,7919,7,0.519,0.687,0.4985,3,4,3,0.519,0,55,45,30
6-15-02-05,防水卷材制造工,8134,8,0.541,0.7425,0.535,3,4,3,0.541,0,55,45,30
6-15-02-06,保温材料制造工,7919,7,0.475,0.704,0.629,3,4,4,0.475,0,45,60,30
6-15-02-07,吸音材料制造工,7919,7,0.523,0.728,0.53,3,4,3,0.523,0,55,45,30
6-15-02-08,砂石骨料生产工,8130,8,0.3875,0.6905,0.7225,3,4,4,0.3875,0,45,85,30
6-15-03-01,玻璃配料熔化工,7919,7,0.3545,0.666,0.652,2,4,4,0.3545,0,65,45,30
6-15-03-02,玻璃及玻璃制品成型工,8141,8,0.421,0.64,0.609,3,4,3,0.421,0,55,45,30
6-15-03-03,玻璃加工工,7919,7,0.4075,0.699,0.6445,3,4,4,0.4075,0,45,60,30
6-15-03-04,玻璃制品加工工,7920,7,0.4465,0.663,0.5685,3,4,3,0.4465,0,45,60,30
6-15-03-05,电子玻璃制品加工工,7919,7,0.448,0.69,0.576,3,4,3,0.448,0,55,40,30
6-15-03-06,石英玻璃制品加工工,7919,7,0.516,0.6925,0.524,3,4,3,0.516,0,65,45,30
6-15-04-01,玻璃纤维及制品工,8140,8,0.4665,0.641,0.5485,3,4,3,0.4665,0,45,60,30
6-15-04-02,玻璃钢制品工,7919,7,0.381,0.7625,0.614,3,4,3,0.381,0,45,75,30
6-15-05-01,陶瓷原料准备工,8140,8,0.4345,0.702,0.68,3,4,4,0.4345,0,45,60,30
6-15-05-02,陶瓷成型施釉工,7919,7,0.421,0.659,0.579,3,4,3,0.421,0,45,35,30
6-15-05-03,陶瓷烧成工,7919,7,0.4835,0.708,0.731,3,4,4,0.4835,0,65,45,30
6-15-05-04,陶瓷装饰工,7126,7,0.33,0.705,0.6685,2,4,4,0.33,0,65,15,70
6-15-05-05,古建琉璃工,7126,7,0.3,0.574,0.7,2,3,4,0.3,0,65,75,40
6-15-06-01,耐火原料加工成型工,8130,8,0.3465,0.6455,0.6465,2,4,4,0.3465,0,45,75,30
6-15-06-02,耐火材料烧成工,8134,8,0.5145,0.648,0.7375,3,4,4,0.5145,0,65,75,40
6-15-06-03,耐火制品加工工,8134,8,0.516,0.726,0.549,3,4,3,0.516,0,45,60,20
6-15-06-04,耐火纤维制品工,7919,7,0.396,0.6365,0.574,3,4,3,0.396,0,55,45,30
6-15-07-01,炭素煅烧工,8130,8,0.3985,0.7275,0.6015,3,4,3,0.3985,0,65,45,30
6-15-07-02,炭素成型工,8134,8,0.409,0.6575,0.591,3,4,3,0.409,0,65,45,30
6-15-07-03,炭素焙烧工,8130,8,0.396,0.6096,0.783,3,3,4,0.396,0,45,85,30
6-15-07-04,炭素浸渍工,7919,7,0.376,0.725,0.65,3,4,4,0.376,0,55,45,30
6-15-07-05,石墨化工,7919,7,0.5375,0.7225,0.771,3,4,4,0.5375,0,65,45,30
6-15-07-06,炭素制品工,7919,7,0.5305,0.6895,0.4745,3,4,3,0.5305,0,45,60,30
6-15-07-07,炭素特种材料工,7412,7,0.383,0.72,0.617,3,4,3,0.383,0,72,45,30
6-15-08-01,人工合成晶体工,7920,7,0.4,0.708,0.6,3,4,3,0.4,0,65,35,40
6-15-08-02,高岭土加工工,8130,8,0.4285,0.6585,0.5595,3,4,3,0.4285,0,55,45,30
6-15-08-03,珍珠岩加工工,7919,7,0.4445,0.6875,0.5705,3,4,3,0.4445,0,45,75,30
6-15-08-04,石棉制品工,8140,8,0.325,0.6085,0.6825,2,3,4,0.325,0,45,75,30
6-15-08-05,云母制品工,8130,8,0.4875,0.705,0.53,3,4,3,0.4875,0,45,60,30
6-16-01-01,露天采矿工,8130,7,0.485,0.7415,0.52,3,4,3,0.485,0,45,85,30
6-16-01-02,露天矿物开采辅助工,8319,8,0.3115,0.642,0.712,2,4,4,0.3115,0,45,85,30
6-16-01-03,运矿排土工,8130,8,0.3625,0.7255,0.6375,2,4,4,0.3625,0,45,60,30
6-16-01-04,矿井开掘工,8134,8,0.425,0.736,0.5805,3,4,3,0.425,0,65,92,45
6-16-01-05,井下采矿工,8134,8,0.384,0.724,0.616,3,4,3,0.384,0,65,92,45
6-16-01-06,井下支护工,7112,7,0.405,0.706,0.695,3,4,4,0.405,0,65,85,40
6-16-01-07,井下机车运输工,8130,8,0.3565,0.688,0.7175,2,4,4,0.3565,0,55,85,40
6-16-01-08,矿山提升设备操作工,8134,8,0.381,0.7115,0.72,3,4,4,0.381,0,65,15,70
6-16-01-09,矿井通风工,7131,7,0.37,0.698,0.7245,2,4,4,0.37,0,65,75,40
6-16-01-10,矿山安全防护工,7120,7,0.3885,0.6785,0.735,3,4,4,0.3885,0,65,45,70
6-16-01-11,矿山安全设备监测检修工,3131,3,0.4345,0.768,0.653,3,4,4,0.4345,0,65,45,30
6-16-01-12,矿山救护工,3312,3,0.3365,0.586,0.6695,2,3,4,0.3365,0,75,90,60
6-16-01-13,矿山生产集控员,3130,3,0.5295,0.751,0.4705,3,4,3,0.5295,0,72,25,68
6-16-01-14,矿石处理工,8130,8,0.39,0.6755,0.5945,3,4,3,0.39,0,45,75,30
6-16-01-15,选矿工,7120,7,0.375,0.753,0.685,2,4,4,0.375,0,65,45,30
6-16-01-16,选矿脱水工,8133,8,0.402,0.6845,0.6555,3,4,4,0.402,0,55,40,30
6-16-01-17,尾矿工,7131,7,0.385,0.7315,0.615,3,4,3,0.385,0,65,75,40
6-16-02-01,石油勘探工,8132,8,0.3045,0.7045,0.723,2,4,4,0.3045,0,65,85,40
6-16-02-02,钻井工,7111,7,0.385,0.735,0.7175,3,4,4,0.385,0,65,85,40
6-16-02-03,钻井协作工,8319,8,0.276,0.608,0.734,2,3,4,0.276,0,65,85,40
6-16-02-04,井下作业设备操作维修工,7123,7,0.3425,0.679,0.6925,2,4,4,0.3425,0,65,75,40
6-16-02-05,水下钻井设备操作工,8312,8,0.44,0.746,0.58,3,4,3,0.44,0,72,45,60
6-16-02-06,油气水井测试工,3132,3,0.456,0.7285,0.5405,3,4,3,0.456,0,72,45,65
6-16-02-07,石油开采工,8130,8,0.4875,0.7515,0.7105,3,4,4,0.4875,0,65,75,40
6-16-02-08,天然气开采工,3131,3,0.4065,0.748,0.708,3,4,4,0.4065,0,65,45,60
6-16-02-09,煤层气排采集输工,7311,7,0.47,0.663,0.6515,3,4,4,0.47,0,65,45,60
6-16-02-10,天然气处理工,3139,3,0.331,0.699,0.678,2,4,4,0.331,0,65,40,30
6-16-02-11,油气输送工,7919,7,0.424,0.757,0.654,3,4,4,0.424,0,65,45,60
6-16-02-12,油气管道维护工,7126,7,0.447,0.6945,0.692,3,4,4,0.447,0,65,75,40
6-16-02-13,海上平台水手,5323,5,0.25,0.578,0.705,2,3,4,0.25,0,65,85,40
6-16-03-01,海盐制盐工,8130,8,0.3925,0.678,0.6485,3,4,4,0.3925,0,45,75,30
6-16-03-02,湖盐制盐工,8130,8,0.454,0.714,0.705,3,4,4,0.454,0,45,85,30
6-16-03-03,井矿盐制盐工,8130,8,0.3125,0.6385,0.7105,2,4,4,0.3125,0,55,60,40
6-17-01-01,烧结球团原料工,8130,8,0.432,0.709,0.585,3,4,3,0.432,0,55,45,30
6-17-01-02,粉矿烧结工,8130,8,0.415,0.772,0.726,3,4,4,0.415,0,65,45,30
6-17-01-03,球团焙烧工,8130,8,0.2785,0.7165,0.717,2,4,4,0.2785,0,65,45,30
6-17-01-04,烧结成品工,8130,8,0.3925,0.7035,0.707,3,4,4,0.3925,0,45,60,30
6-17-01-05,高炉原料工,8130,8,0.3735,0.6575,0.624,2,4,3,0.3735,0,65,45,30
6-17-01-06,高炉炼铁工,8133,8,0.387,0.6845,0.664,3,4,4,0.387,0,65,85,40
6-17-01-07,高炉运转工,3122,3,0.2035,0.713,0.7435,2,4,4,0.2035,0,65,45,30
6-17-02-01,炼钢原料工,8130,8,0.4225,0.7175,0.7075,3,4,4,0.4225,0,45,85,30
6-17-02-02,炼钢工,8134,8,0.443,0.7906,0.68,3,4,4,0.443,0,65,45,30
6-17-02-03,炼钢浇铸工,8133,8,0.36,0.687,0.702,2,4,4,0.36,0,65,75,40
6-17-02-04,炼钢准备工,7919,7,0.3045,0.6285,0.688,2,4,4,0.3045,0,45,85,30
6-17-02-05,整模脱模工,8130,8,0.3705,0.668,0.5685,2,4,3,0.3705,0,45,85,30
6-17-03-01,铸管备品工,7919,7,0.4175,0.68,0.5825,3,4,3,0.4175,0,45,60,30
6-17-03-02,铸管工,8132,8,0.4,0.685,0.6,3,4,3,0.4,0,65,75,30
6-17-03-03,铸管精整工,7919,7,0.3925,0.6705,0.6846,3,4,4,0.3925,0,45,75,30
6-17-04-01,铁合金原料工,8130,8,0.444,0.729,0.66,3,4,4,0.444,0,55,70,40
6-17-04-02,铁合金火法冶炼工,8130,8,0.3365,0.602,0.6635,2,3,4,0.3365,0,65,85,30
6-17-04-03,铁合金焙烧工,8130,8,0.355,0.676,0.64,2,4,4,0.355,0,65,75,40
