occupation_code,occupation_name,isco08_code,isco08_title,major_category,task_count,ksa_count,substitutivity_01,augmentation_01,complementarity_01,substitutivity_5,augmentation_5,complementarity_5,exposure_index_rho,agentic_potential,cognitive_requirement,physicality_intensity,language_intensity,connecting_labor_flag,connecting_labor_depth,vibe_coding_flag,vibe_coding_depth,isco08_status
2-02-19-03,无机非金属材料工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.425,0.7565,0.658,3,4,4,0.425,0,75,25,65,1,3,0,0,unmatched
2-02-19-04,混凝土工程技术人员,2143,Civil Engineering Professionals,2,10,9,0.388,0.6325,0.698,3,4,4,0.388,0,75,30,65,1,3,0,0,verified
2-02-20-01,防沙治沙工程技术人员,2142,Environmental Protection Professionals,2,10,9,0.379,0.7455,0.621,3,4,3,0.379,0,75,40,65,1,3,0,0,verified
2-02-20-02,森林培育工程技术人员,2141,Agricultural Professionals,2,10,9,0.334,0.6595,0.684,2,4,4,0.334,0,72,45,68,1,3,0,0,verified
2-02-20-03,园林绿化工程技术人员,2144,Agricultural and Forestry Professionals,2,10,9,0.4155,0.691,0.5725,3,4,3,0.4155,0,72,35,65,1,3,0,0,verified
2-02-20-04,野生动植物保护利用工程技术人员,2149,Engineering professionals not elsewhere classified,2,10,9,0.5045,0.722,0.6905,3,4,4,0.5045,0,75,40,65,1,3,0,0,unmatched
2-02-20-05,自然保护区工程技术人员,2142,Environmental Protection Professionals,2,10,9,0.31,0.6295,0.7335,2,4,4,0.31,0,72,45,68,1,3,0,0,verified
2-02-20-06,森林保护工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.441,0.607,0.702,3,3,4,0.441,0,72,45,65,1,3,0,0,unmatched
2-02-20-07,木竹藤棕草加工工程技术人员,2144,Engineering Technicians,2,10,9,0.3915,0.711,0.6945,3,4,4,0.3915,0,68,25,65,1,3,0,0,verified
2-02-20-08,森林采伐和运输工程技术人员,2142,Civil Engineering Professionals,2,10,9,0.459,0.714,0.661,3,4,4,0.459,0,72,25,65,1,3,0,0,verified
2-02-20-09,经济林产品加工工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.4315,0.762,0.5805,3,4,3,0.4315,0,72,25,65,1,3,0,0,unmatched
2-02-20-10,林业资源调查与监测工程技术人员,2141,Agricultural and Forestry Professionals,2,10,9,0.461,0.7355,0.681,3,4,4,0.461,0,75,40,65,1,3,0,0,verified
2-02-20-11,园林植物保护工程技术人员,2149,Engineering professionals not elsewhere classified,2,10,9,0.338,0.632,0.647,2,4,4,0.338,0,72,45,65,1,3,0,0,unmatched
2-02-20-12,湿地保护修复工程技术人员,2142,Environmental Protection Professionals,2,10,9,0.3865,0.7035,0.746,3,4,4,0.3865,0,75,40,65,1,3,0,0,verified
2-02-21-01,水文水资源工程技术人员,2142,Civil Engineers,2,10,9,0.4375,0.6425,0.753,3,4,4,0.4375,0,75,30,65,1,3,0,0,verified
2-02-21-02,水生态和河湖治理管护工程技术人员,2142,Environmental Protection Professionals,2,10,9,0.4615,0.662,0.637,3,4,4,0.4615,0,72,35,68,1,3,0,0,verified
2-02-21-03,水利工程管理工程技术人员,2142,Civil Engineering Professionals,2,10,9,0.4065,0.711,0.686,3,4,4,0.4065,0,72,35,68,1,3,0,0,verified
2-02-21-04,防汛抗旱减灾工程技术人员,2142,Civil Engineering Professionals,2,10,9,0.3855,0.7195,0.7235,3,4,4,0.3855,0,75,40,65,1,3,0,0,verified
2-02-21-05,节水工程技术人员,2144,Environmental Protection Professionals,2,10,9,0.43,0.7665,0.7225,3,4,4,0.43,0,72,25,68,1,3,0,0,verified
2-02-22-01,海洋调查与监测工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.455,0.726,0.697,3,4,4,0.455,0,75,45,60,1,3,0,0,unmatched
2-02-22-02,海洋环境预报工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.3905,0.722,0.6095,3,4,3,0.3905,0,85,25,65,1,3,0,0,unmatched
2-02-22-03,海洋资源开发利用和保护工程技术人员,2144,Environmental Protection Professionals,2,10,9,0.3755,0.678,0.6095,3,4,3,0.3755,0,85,30,75,1,3,0,0,verified
2-02-22-04,海洋工程勘察设计工程技术人员,2142,Civil Engineers,2,10,9,0.405,0.6695,0.595,3,4,3,0.405,0,85,30,65,1,3,0,0,verified
2-02-22-05,海水淡化工程技术人员,2144,Chemical Engineers,2,10,9,0.363,0.7575,0.6775,2,4,4,0.363,0,78,25,65,1,3,0,0,verified
2-02-22-06,深潜工程技术人员,2144,Marine Engineers,2,10,9,0.306,0.706,0.694,2,4,4,0.306,0,85,40,60,1,3,0,0,verified
2-02-23-01,纺织工程技术人员,2144,Engineering Professionals (Other),2,10,9,0.365,0.698,0.7105,2,4,4,0.365,0,72,25,65,1,3,0,0,verified
2-02-23-02,染整工程技术人员,2142,Chemical Engineers,2,10,9,0.401,0.681,0.639,3,4,4,0.401,0,75,30,65,1,3,0,0,verified
2-02-23-03,化学纤维工程技术人员,2142,Chemical Engineers,2,10,9,0.2485,0.732,0.698,2,4,4,0.2485,0,75,30,65,1,3,0,0,verified
2-02-23-04,非织造工程技术人员,2142,Engineering professionals (excluding electrical and electronics engineering),2,10,9,0.403,0.7545,0.7085,3,4,4,0.403,0,72,25,65,1,3,0,0,verified
2-02-23-05,服装工程技术人员,2149,Engineering professionals not elsewhere classified,2,10,9,0.3775,0.698,0.6225,3,4,3,0.3775,0,72,25,65,1,3,0,0,unmatched
2-02-24-00,食品工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.3865,0.735,0.6635,3,4,4,0.3865,0,75,20,65,1,3,0,0,unmatched
2-02-25-01,气象观测工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.5055,0.632,0.5005,3,4,3,0.5055,0,72,35,65,1,2,0,0,unmatched
2-02-25-02,天气预报工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.3615,0.688,0.611,2,4,3,0.3615,0,85,20,75,1,3,0,0,unmatched
2-02-25-03,气候监测预测工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.4915,0.699,0.728,3,4,4,0.4915,0,85,20,65,1,3,0,0,unmatched
2-02-25-04,气象服务工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.438,0.6635,0.693,3,4,4,0.438,0,75,20,70,1,3,0,0,unmatched
2-02-25-05,人工影响天气工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.318,0.6985,0.715,2,4,4,0.318,0,85,40,65,1,3,0,0,unmatched
2-02-25-06,防雷工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.3705,0.6805,0.6295,2,4,4,0.3705,0,75,40,65,1,3,0,0,unmatched
2-02-26-01,地震监测预测工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.338,0.71,0.739,2,4,4,0.338,0,85,20,65,1,3,0,0,unmatched
2-02-26-02,地震应急救援工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.394,0.7365,0.6,3,4,3,0.394,0,85,70,60,1,4,0,0,unmatched
2-02-26-03,地震安全性评价工程技术人员,2142,Civil Engineers,2,10,9,0.338,0.608,0.658,2,3,4,0.338,0,85,30,65,1,3,0,0,verified
2-02-27-01,环境监测工程技术人员,2149,Environmental Protection Professionals,2,10,9,0.342,0.623,0.6975,2,3,4,0.342,0,72,35,65,1,3,0,0,unmatched
2-02-27-02,环境污染防治工程技术人员,2142,Environmental and Occupational Health and Safety Professionals,2,10,9,0.4375,0.7315,0.7035,3,4,4,0.4375,0,75,30,65,1,3,0,0,verified
2-02-27-03,环境影响评价工程技术人员,2149,Environmental Protection Professionals,2,10,9,0.376,0.723,0.711,3,4,4,0.376,0,75,20,70,1,3,0,0,unmatched
2-02-27-04,核与辐射安全工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.324,0.659,0.676,2,4,4,0.324,0,85,30,65,1,3,0,0,unmatched
2-02-27-05,核与辐射监测工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.3515,0.6435,0.7005,2,4,4,0.3515,0,75,30,65,1,3,0,0,unmatched
2-02-27-06,健康安全环境工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.3795,0.753,0.646,3,4,4,0.3795,0,72,25,68,1,3,0,0,unmatched
2-02-28-01,安全技术防范工程技术人员,2149,Engineering professionals not elsewhere classified,2,10,9,0.3255,0.661,0.7075,2,4,4,0.3255,0,75,30,65,1,3,0,0,unmatched
2-02-28-02,消防工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.4265,0.687,0.616,3,4,3,0.4265,0,75,30,65,1,3,0,0,unmatched
2-02-28-03,安全生产管理工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.3305,0.734,0.6695,2,4,4,0.3305,0,72,25,68,1,3,0,0,unmatched
2-02-28-04,安全评价工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.4165,0.684,0.6195,3,4,3,0.4165,0,78,25,65,1,3,0,0,unmatched
2-02-28-05,房屋安全鉴定工程技术人员,2142,Civil Engineers,2,10,9,0.5105,0.7405,0.581,3,4,3,0.5105,0,75,30,65,1,3,0,0,verified
2-02-28-06,防伪工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.4185,0.7005,0.6515,3,4,4,0.4185,0,75,20,65,1,3,0,0,unmatched
2-02-29-01,标准化工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.5745,0.605,0.607,3,3,3,0.5745,0,75,10,80,1,3,0,0,unmatched
2-02-29-02,计量工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.45,0.757,0.7,3,4,4,0.45,0,75,30,65,1,3,0,0,unmatched
2-02-29-03,质量管理工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.431,0.725,0.619,3,4,3,0.431,0,72,20,65,1,3,0,0,unmatched
2-02-29-04,质量认证认可工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.5115,0.665,0.4885,3,4,3,0.5115,0,75,20,65,1,3,0,0,unmatched
2-02-29-05,可靠性工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.2905,0.6865,0.689,2,4,4,0.2905,0,75,20,65,1,3,0,0,unmatched
2-02-30-01,工业工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.5485,0.7595,0.64,3,4,4,0.5485,0,75,20,65,1,3,0,0,unmatched
2-02-30-02,物流工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.4565,0.712,0.688,3,4,4,0.4565,0,75,20,65,1,3,0,0,unmatched
2-02-30-03,战略规划与管理工程技术人员,2424,Business and Administration Professionals,2,10,9,0.39,0.7525,0.731,3,4,4,0.39,0,85,10,75,1,3,0,0,verified
2-02-30-04,项目管理工程技术人员,2149,Engineering professionals not elsewhere classified,2,10,9,0.3915,0.7105,0.6365,3,4,4,0.3915,0,75,10,70,1,3,0,0,unmatched
2-02-30-05,再生资源工程技术人员,2142,Environmental Engineering Professionals,2,10,9,0.3965,0.696,0.7075,3,4,4,0.3965,0,72,25,65,1,3,0,0,verified
2-02-30-06,能源管理工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.393,0.6615,0.649,3,4,4,0.393,0,75,20,65,1,3,0,0,unmatched
2-02-30-07,监理工程技术人员,2142,Civil Engineering Professionals,2,10,9,0.313,0.6665,0.672,2,4,4,0.313,0,72,35,68,1,3,0,0,verified
2-02-30-08,信息管理工程技术人员,2511,Systems Analysts,2,10,9,0.448,0.7615,0.728,3,4,4,0.448,0,75,10,65,1,3,0,0,verified
2-02-30-09,数据分析处理工程技术人员,2511,Systems Analysts,2,10,9,0.426,0.7625,0.574,3,4,3,0.426,1,75,10,65,1,3,1,4,verified
2-02-30-10,工程造价工程技术人员,2142,Engineering Professionals (excluding Electrotechnology),2,10,9,0.427,0.6885,0.598,3,4,3,0.427,0,75,20,65,1,3,0,0,verified
2-02-30-11,供应链工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.5245,0.7795,0.6035,3,4,3,0.5245,0,75,20,65,1,3,0,0,unmatched
2-02-31-01,产品质量检验工程技术人员,2141,Engineering professionals (excluding electrical and electronics engineering),2,10,9,0.3925,0.6695,0.6015,3,4,3,0.3925,0,65,25,60,1,3,0,0,verified
2-02-31-02,进出口商品检验鉴定工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.5235,0.6845,0.6015,3,4,3,0.5235,0,75,30,70,1,3,0,0,unmatched
2-02-31-03,进出境动物和植物检验检疫人员,2149,Science and Engineering Professionals Not Elsewhere Classified,2,10,9,0.3785,0.6615,0.6125,3,4,3,0.3785,0,72,45,68,1,3,0,0,unmatched
2-02-31-04,特种设备检验检测工程技术人员,2149,Engineering professionals not elsewhere classified,2,10,9,0.363,0.7405,0.7035,2,4,4,0.363,0,75,40,65,1,3,0,0,unmatched
2-02-31-05,纤维质量检验工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.434,0.743,0.689,3,4,4,0.434,0,65,25,70,1,3,0,0,unmatched
2-02-31-06,卫生检疫人员,2222,Nursing Professionals,2,10,9,0.35,0.7445,0.6915,2,4,4,0.35,0,72,45,68,1,3,0,0,verified
2-02-32-00,制药工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.3915,0.7225,0.684,3,4,4,0.3915,0,75,20,65,1,3,0,0,unmatched
2-02-33-00,印刷复制工程技术人员,2143,Engineering professionals (general),2,10,9,0.4015,0.722,0.5985,3,4,3,0.4015,0,72,25,65,1,3,0,0,verified
2-02-34-01,产品设计工程技术人员,2149,Engineering professionals not elsewhere classified,2,10,9,0.4515,0.7055,0.5485,3,4,3,0.4515,0,75,20,65,1,3,0,0,unmatched
2-02-34-02,工业设计工程技术人员,2149,Engineering professionals not elsewhere classified,2,10,9,0.4595,0.611,0.582,3,3,3,0.4595,0,75,20,65,1,3,0,0,unmatched
2-02-35-01,矫形器师,2222,Professional occupations in rehabilitation,2,10,9,0.308,0.6495,0.722,2,4,4,0.308,0,75,40,65,1,3,0,0,verified
2-02-35-02,假肢师,2222,Nursing Professionals,2,10,9,0.4535,0.698,0.671,3,4,4,0.4535,0,75,40,65,1,4,0,0,verified
2-02-35-03,听力师,2222,Audiologists,2,10,9,0.407,0.6655,0.598,3,4,3,0.407,0,72,25,68,1,3,0,0,verified
2-02-36-01,制浆造纸工程技术人员,2142,Chemical Engineers,2,10,9,0.3625,0.71,0.61,2,4,3,0.3625,0,75,30,65,1,3,0,0,verified
2-02-36-02,皮革化学工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.315,0.706,0.67,2,4,4,0.315,0,75,20,65,1,3,0,0,unmatched
2-02-36-03,生物发酵工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.3585,0.733,0.7405,2,4,4,0.3585,0,75,30,60,1,3,0,0,unmatched
2-02-36-04,日用化工工程技术人员,2149,Engineering professionals not elsewhere classified,2,10,9,0.4465,0.758,0.6665,3,4,4,0.4465,0,75,20,65,1,3,0,0,unmatched
2-02-36-05,塑料加工工程技术人员,2142,Engineering Professionals (excluding Electrical/Electronic),2,10,9,0.3565,0.7,0.695,2,4,4,0.3565,0,75,25,60,1,3,0,0,verified
2-02-37-01,土地整治与生态修复工程技术人员,2142,Civil Engineering Professionals,2,10,9,0.408,0.7515,0.592,3,4,3,0.408,0,75,40,65,1,3,0,0,verified
2-02-37-02,城乡规划工程技术人员,2141,Architects,2,10,9,0.3655,0.646,0.6345,2,4,4,0.3655,0,75,20,70,1,3,0,0,verified
2-02-38-01,人工智能工程技术人员,2512,Software and applications developers and analysts,2,10,9,0.358,0.723,0.642,2,4,4,0.358,0,85,10,65,1,3,1,4,verified
2-02-38-02,物联网工程技术人员,2512,Software and applications developers and analysts,2,10,9,0.5585,0.751,0.684,3,4,4,0.5585,0,75,20,65,1,3,0,0,verified
2-02-38-03,大数据工程技术人员,2512,Database and Network Professionals,2,10,9,0.4395,0.715,0.68,3,4,4,0.4395,0,85,10,75,1,3,1,4,verified
2-02-38-04,云计算工程技术人员,2512,Database and network professionals,2,10,9,0.5075,0.7585,0.5985,3,4,3,0.5075,0,78,10,65,1,3,1,4,verified
2-02-38-05,智能制造工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.396,0.744,0.716,3,4,4,0.396,0,85,20,65,1,3,0,0,unmatched
2-02-38-06,工业互联网工程技术人员,2512,Software and applications developers and analysts,2,10,9,0.4245,0.67,0.668,3,4,4,0.4245,0,75,20,65,1,3,1,4,verified
2-02-38-07,虚拟现实工程技术人员,2512,Software and applications developers and analysts,2,10,9,0.4215,0.74,0.674,3,4,4,0.4215,0,85,20,65,1,3,1,4,verified
2-02-38-08,区块链工程技术人员,2512,Software and applications developers and analysts,2,10,9,0.3125,0.726,0.6875,2,4,4,0.3125,0,85,10,65,1,3,1,4,verified
2-02-38-09,集成电路工程技术人员,2149,Engineering professionals not elsewhere classified,2,10,9,0.295,0.643,0.729,2,4,4,0.295,0,85,20,65,1,3,0,0,unmatched
2-02-38-10,机器人工程技术人员,2149,Engineering professionals not elsewhere classified,2,10,9,0.3,0.69,0.72,2,4,4,0.3,0,85,25,60,1,3,0,0,unmatched
2-02-38-11,增材制造工程技术人员,2149,Engineering professionals not elsewhere classified,2,10,9,0.4025,0.764,0.5975,3,4,3,0.4025,0,75,20,65,1,3,0,0,unmatched
2-02-38-12,数据安全工程技术人员,2529,Information and communications technology professionals not elsewhere classified,2,10,9,0.3705,0.7855,0.7345,2,4,4,0.3705,0,85,10,75,1,3,0,0,unmatched
2-02-38-13,密码工程技术人员,2512,Software and applications developers and analysts,2,10,9,0.316,0.688,0.672,2,4,4,0.316,0,85,20,65,1,3,0,0,verified
2-03-01-00,土壤肥料技术人员,2141,Agricultural Professionals,2,10,9,0.4805,0.6615,0.571,3,4,3,0.4805,0,72,35,68,1,3,0,0,verified
2-03-02-00,农业技术指导人员,2141,Agricultural Professionals,2,10,9,0.386,0.631,0.688,3,4,4,0.386,0,65,30,70,1,3,0,0,verified
2-03-03-00,植物保护技术人员,2142,Agricultural Professionals,2,10,9,0.383,0.7265,0.617,3,4,3,0.383,0,68,45,72,1,3,0,0,verified
2-03-04-00,园艺技术人员,2144,Agricultural Technicians,2,10,9,0.493,0.7475,0.627,3,4,4,0.493,0,65,35,45,1,3,0,0,verified
2-03-05-00,作物遗传育种栽培技术人员,2131,Agricultural Professionals,2,10,9,0.3515,0.71,0.719,2,4,4,0.3515,0,72,45,65,1,3,0,0,verified
2-03-06-01,兽医,2222,Veterinarians,2,10,9,0.404,0.7295,0.6145,3,4,3,0.404,0,75,40,65,1,3,0,0,verified
2-03-06-02,兽药技术人员,2149,Professionals in Animal Health,2,10,9,0.437,0.7235,0.6695,3,4,4,0.437,0,72,25,65,1,3,0,0,unmatched
2-03-06-03,宠物医师,2222,Nursing Professionals,2,10,9,0.484,0.748,0.594,3,4,3,0.484,0,75,40,65,1,3,0,0,verified
2-03-07-01,畜牧技术人员,2141,Agricultural Professionals,2,10,9,0.441,0.778,0.679,3,4,4,0.441,0,65,40,70,1,3,0,0,verified
2-03-07-02,草业技术人员,2143,Agricultural Technicians,2,10,9,0.2635,0.689,0.7365,2,4,4,0.2635,0,65,40,70,1,3,0,0,verified
2-03-08-01,水产养殖技术人员,3130,Agricultural Technicians,3,10,9,0.295,0.6965,0.747,2,4,4,0.295,0,68,45,55,1,3,0,0,unmatched
2-03-08-02,渔业资源开发利用技术人员,2141,Biologists and related professionals,2,10,9,0.3325,0.685,0.6745,2,4,4,0.3325,0,72,35,68,1,3,0,0,verified
2-03-09-00,农业工程技术人员,2149,Engineering Professionals Not Elsewhere Classified,2,10,9,0.3245,0.7175,0.753,2,4,4,0.3245,0,72,35,68,1,3,0,0,unmatched
2-04-01-01,飞行驾驶员,2341,Air Transport Pilots,2,10,9,0.463,0.7245,0.7045,3,4,4,0.463,0,92,25,75,1,3,0,0,verified
2-04-01-02,飞行机械员,3111,Aircraft mechanics and aircraft assembly workers,3,10,9,0.4965,0.7275,0.5415,3,4,3,0.4965,0,72,45,65,1,3,0,0,verified
2-04-01-03,飞行领航员,2342,Air Traffic Controllers and Flight Navigators,2,10,9,0.251,0.609,0.67,2,3,4,0.251,0,85,25,65,1,3,0,0,verified
2-04-01-04,飞行通信员,3314,Air Traffic Controllers,3,10,9,0.433,0.7265,0.5845,3,4,3,0.433,0,72,25,75,1,3,0,0,verified
2-04-02-01,甲板部技术人员,3113,Marine officers,3,10,9,0.4045,0.715,0.711,3,4,4,0.4045,0,75,40,65,1,3,0,0,verified
2-04-02-02,轮机部技术人员,3113,Marine Engineers,3,10,9,0.4095,0.6895,0.718,3,4,4,0.4095,0,75,45,60,1,3,0,0,verified
2-04-02-03,船舶引航员,3314,Marine Pilots,3,10,9,0.3565,0.6615,0.6435,2,4,4,0.3565,0,85,40,75,1,4,0,0,verified
2-05-01-01,内科医师,2221,Generalist medical practitioners,2,10,9,0.351,0.6675,0.661,2,4,4,0.351,0,85,20,75,1,4,0,0,verified
2-05-01-02,外科医师,2221,Doctors,2,10,9,0.401,0.7405,0.639,3,4,4,0.401,0,92,75,60,1,4,0,0,verified
2-05-01-03,儿科医师,2221,Generalist medical practitioners,2,10,9,0.309,0.6065,0.643,2,3,4,0.309,0,85,25,75,1,4,0,0,verified
2-05-01-04,妇产科医师,2221,Doctors,2,10,9,0.3975,0.7245,0.5975,3,4,3,0.3975,0,92,45,75,1,4,0,0,verified
2-05-01-05,眼科医师,2221,Doctors,2,10,9,0.381,0.639,0.599,3,4,3,0.381,0,92,25,75,1,4,0,0,verified
2-05-01-06,耳鼻咽喉科医师,2221,Doctors,2,10,9,0.391,0.7755,0.6465,3,4,4,0.391,0,85,40,75,1,4,0,0,verified
2-05-01-07,口腔科医师,2222,Dentists,2,10,9,0.4365,0.6375,0.6055,3,4,3,0.4365,0,85,40,75,1,4,0,0,verified
2-05-01-08,皮肤科医师,2221,Doctors,2,10,9,0.451,0.72,0.695,3,4,4,0.451,0,85,25,75,1,4,0,0,verified
2-05-01-09,精神科医师,2221,Doctors,2,10,9,0.35,0.74,0.64,2,4,4,0.35,0,92,10,85,1,4,0,0,verified
2-05-01-10,传染病科医师,2221,Doctors,2,10,9,0.3605,0.712,0.7555,2,4,4,0.3605,0,85,30,75,1,4,0,0,verified
2-05-01-11,急诊科医师,2221,Generalist medical practitioners,2,10,9,0.303,0.63,0.71,2,4,4,0.303,0,92,45,80,1,4,0,0,verified
2-05-01-12,康复科医师,2221,Doctors,2,10,9,0.451,0.8065,0.549,3,4,3,0.451,0,75,30,65,1,4,0,0,verified
2-05-01-13,麻醉科医师,2221,Doctors,2,10,9,0.335,0.668,0.71,2,4,4,0.335,0,92,45,60,1,4,0,0,verified
2-05-01-14,病理科医师,2221,Medical Doctors,2,10,9,0.31,0.552,0.695,2,3,4,0.31,0,92,25,65,1,3,0,0,verified
2-05-01-15,放射科医师,2221,Doctors,2,10,9,0.402,0.6345,0.586,3,4,3,0.402,0,92,25,75,1,4,0,0,verified
