Code / 代码,Name (CN) / 名称 (中文),ISCO-08 Code / ISCO-08 代码,ISCO-08 Title (EN) / ISCO-08 英文名称,Task Count / 任务数量,KSA Count / KSA 数量,Avg Substitutivity / 平均替代性,Avg Augmentation / 平均增强性,Avg Complementarity / 平均互补性,Cognitive Req / 认知门槛,Physical Intensity / 体力强度,Language Intensity / 语言强度
5-04-01-02,水生植物苗种培育工,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.64,0.55,45,35,20
5-04-02-01,水生动物饲养工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.71,0.56,55,60,40
5-04-02-02,水生植物栽培工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.70,0.66,45,75,30
5-04-02-03,水产养殖潜水工,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.64,0.67,45,92,30
5-04-03-01,水产捕捞工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.67,0.55,65,85,40
5-04-03-02,渔业船员,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.64,0.61,65,85,60
5-04-03-03,渔网具工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.67,0.57,45,60,30
5-05-01-01,农业技术员,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.61,0.62,65,40,70
5-05-01-02,农业经理人L,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.62,0.45,72,25,68
5-05-01-03,农业数字化技术员L/S,3140,Agricultural and Fishery Professionals,10,9,0.43,0.72,0.76,68,35,72
5-05-02-01,农作物植保员L,VERIFIED,Matched in ISCO-08 reference,10,9,0.37,0.70,0.68,65,45,60
5-05-02-02,林业有害生物防治员L,VERIFIED,Matched in ISCO-08 reference,10,9,0.41,0.67,0.58,65,45,60
5-05-02-03,动物疫病防治员,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.76,0.58,65,45,70
5-05-02-04,动物检疫检验员,3231,Veterinary Technicians and Assistants,10,9,0.47,0.70,0.53,65,35,70
5-05-02-05,水生物病害防治员,3126,Aquaculture Technicians,10,9,0.30,0.57,0.70,65,35,60
5-05-02-06,水生物检疫检验员,3126,Biological Science Technician,10,9,0.39,0.58,0.61,72,35,65
5-05-03-01,沼气工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.68,0.49,65,75,40
5-05-03-02,农村节能员L,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.72,0.62,55,45,65
5-05-03-03,太阳能利用工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.70,0.64,65,75,40
5-05-03-04,微水电利用工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.65,0.62,45,75,30
5-05-03-05,小风电利用工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.72,0.65,65,75,60
5-05-04-00,农村环境保护工L,5130,Refuse and Waste Collectors,10,9,0.31,0.62,0.70,45,75,60
5-05-05-01,农机驾驶操作员,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.61,0.66,55,60,40
5-05-05-02,农机修理工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.60,0.63,65,75,45
5-05-05-03,农机服务经纪人,4339,Business and Administration Professionals Not Elsewhere Classified,10,9,0.43,0.69,0.64,65,30,70
5-05-06-01,园艺产品加工工,9319,Food Processing and Related Trades Workers,10,9,0.45,0.68,0.58,45,60,30
5-05-06-02,棉花加工工,8140,Textile and apparel workers,10,9,0.51,0.76,0.49,45,75,30
5-05-06-03,热带作物初制工,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.68,0.57,45,60,30
5-05-06-04,植物原料制取工,8130,Chemical and related plant and machine operators,10,9,0.39,0.59,0.60,55,45,30
5-05-06-05,竹藤师,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.58,0.55,65,15,70
5-05-06-06,经济昆虫产品加工工,8140,Food and beverage processing workers,10,9,0.57,0.71,0.45,45,35,40
5-05-06-07,水产品原料处理工,VERIFIED,Matched in ISCO-08 reference,10,9,0.46,0.72,0.61,45,75,30
6-01-01-01,制米工,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.68,0.65,45,60,30
6-01-01-02,制粉工,8130,Baker,10,9,0.45,0.74,0.66,55,40,30
6-01-01-03,制油工,8130,Petroleum and Petrochemical Plant Operators,10,9,0.49,0.76,0.57,65,45,30
6-01-02-00,饲料加工工,8140,Food and beverage processing machine operators,10,9,0.46,0.73,0.66,45,35,30
6-01-03-00,食糖制造工,8130,Food and beverage processing workers,10,9,0.55,0.77,0.62,55,40,45
6-01-04-01,畜禽屠宰加工工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.61,0.62,45,85,30
6-01-04-02,畜禽副产品加工工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.67,0.65,45,60,30
6-01-04-03,肉制品加工工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.70,0.55,45,35,20
6-01-04-04,蛋类制品加工工,9414,Food and beverage processing workers,10,9,0.53,0.73,0.47,45,60,30
6-01-05-01,水产品加工工,VERIFIED,Matched in ISCO-08 reference,10,9,0.61,0.72,0.47,45,75,30
6-01-05-02,水产制品精制工,3126,Chemical technicians,10,9,0.35,0.70,0.62,65,35,40
6-01-06-00,果蔬坚果加工工,9319,Food and Drink Process Operators,10,9,0.60,0.68,0.66,45,60,30
6-01-07-01,淀粉及淀粉糖制造工,8130,Food and beverage processing machine operators,10,9,0.40,0.74,0.60,65,45,30
6-01-07-02,植物蛋白制作工,8130,Food and beverage processing workers,10,9,0.51,0.72,0.62,55,40,30
6-01-07-03,豆制品制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.67,0.57,45,60,30
6-02-01-01,糕点面包烘焙工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.71,0.57,45,60,30
6-02-01-02,糕点装饰师,5123,Bakery and Confectionery Workers,10,9,0.40,0.53,0.60,65,15,70
6-02-02-01,糖果巧克力制造工,8130,Food and beverage processing machine operators,10,9,0.47,0.64,0.53,45,35,30
6-02-02-02,果脯蜜饯加工工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.67,0.49,45,60,30
6-02-03-01,米面主食制作工,9413,Bakery workers,10,9,0.60,0.75,0.40,45,60,30
6-02-03-02,冷冻食品制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.75,0.64,45,40,30
6-02-03-03,罐头食品加工工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.73,0.67,45,60,30
6-02-04-01,乳品加工工,8140,Food and beverage processing workers,10,9,0.42,0.75,0.61,55,40,30
6-02-04-02,乳品评鉴师,2149,Science Professionals Not Elsewhere Classified,10,9,0.41,0.71,0.74,72,25,65
6-02-05-01,味精制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.30,0.68,0.68,65,35,40
6-02-05-02,酱油酱类制作工,8133,Food and beverage processing machine operators,10,9,0.49,0.63,0.56,45,55,30
6-02-05-03,食醋制作工,8133,Food and beverage processing machine operators,10,9,0.42,0.66,0.66,55,40,30
6-02-05-04,精制制盐工,8130,Chemical plant and mineral processing plant machine operators,10,9,0.36,0.68,0.63,45,60,30
6-02-05-05,酶制剂制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.67,0.68,65,35,40
6-02-05-06,柠檬酸制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.56,0.73,0.77,65,35,40
6-02-05-07,调味品品评师,2149,Science and Engineering Professionals Not Elsewhere Classified,10,9,0.43,0.66,0.57,72,25,68
6-02-06-01,酿酒师,2149,Science and Engineering Professionals Not Elsewhere Classified,10,9,0.43,0.72,0.63,75,20,65
6-02-06-02,酒精酿造工,8130,Brewers and Distillers,10,9,0.47,0.71,0.62,65,45,30
6-02-06-03,白酒酿造工,8130,Food and beverage processing workers,10,9,0.49,0.68,0.52,65,45,30
6-02-06-04,啤酒酿造工,8130,Brewers,10,9,0.42,0.68,0.65,65,45,60
6-02-06-05,黄酒酿造工,8133,Food and beverage processing workers,10,9,0.51,0.70,0.49,65,45,30
6-02-06-06,果露酒酿造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.73,0.56,65,45,30
6-02-06-07,品酒师,2149,Professionals not elsewhere classified,10,9,0.37,0.71,0.68,75,20,65
6-02-06-08,麦芽制麦工,8134,Brewers,10,9,0.35,0.57,0.63,55,45,30
6-02-06-09,饮料制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.74,0.59,45,60,30
6-02-06-10,茶叶加工工,VERIFIED,Matched in ISCO-08 reference,10,9,0.46,0.72,0.51,55,45,30
6-02-06-11,评茶师,2149,Professionals not elsewhere classified,10,9,0.35,0.70,0.65,75,20,65
6-02-06-12,酒体设计师,2149,Professionals not elsewhere classified,10,9,0.48,0.78,0.57,75,20,65
6-03-01-01,烟叶调制员,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.71,0.57,65,45,30
6-03-01-02,烟叶评级员,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.73,0.57,65,15,70
6-03-02-01,烟用二醋片制造工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.56,0.78,0.68,55,40,30
6-03-02-02,烟用丝束制造工,8130,"Textile, Garment and Related Trades Workers",10,9,0.51,0.77,0.49,65,40,35
6-03-03-01,烟机设备操作工,8134,Industrial and manufacturing workers,10,9,0.49,0.67,0.57,55,40,30
6-03-03-02,烟草评吸师,2149,Professionals not elsewhere classified,10,9,0.50,0.74,0.51,75,20,65
6-04-01-01,开清棉工,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.67,0.64,45,75,30
6-04-01-02,丝麻毛纤维预处理工,8130,"Textile, Garment and Related Trades Workers",10,9,0.48,0.69,0.52,45,60,30
6-04-01-03,纺织纤维梳理工,8134,Textile and Leather Workers,10,9,0.43,0.70,0.57,45,35,30
6-04-01-04,并条工,8134,"Textile, Garment and Related Trades Workers",10,9,0.43,0.70,0.58,45,35,30
6-04-01-05,粗纱工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.65,0.58,45,35,30
6-04-02-01,纺纱工,VERIFIED,Matched in ISCO-08 reference,10,9,0.50,0.73,0.51,45,35,30
6-04-02-02,缫丝工,8130,"Textile, Garment and Other Handicraft Workers",10,9,0.56,0.72,0.51,45,60,30
6-04-03-01,整经工,8130,"Textile, Garment and Related Trades Workers",10,9,0.51,0.69,0.58,45,35,40
6-04-03-02,浆纱浆染工,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.68,0.45,55,45,30
6-04-03-03,织布工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.62,0.59,45,35,30
6-04-03-04,意匠纹版工,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.60,0.52,65,45,70
6-04-04-01,纬编工,VERIFIED,Matched in ISCO-08 reference,9,9,0.46,0.72,0.54,45,35,20
6-04-04-02,经编工,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.55,0.56,45,35,20
6-04-04-03,横机工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.62,0.49,45,35,20
6-04-05-00,非织造布制造工,8134,Textile and leather goods machine operators,10,9,0.47,0.77,0.64,55,45,30
6-04-06-01,印染前处理工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.64,0.50,55,45,30
6-04-06-02,纺织染色工,8145,Textile and Garment Workers,10,9,0.42,0.68,0.58,55,60,40
6-04-06-03,印花工,7919,"Textile, Garment and Other Craft Workers Not Elsewhere Classified",10,9,0.46,0.68,0.60,45,35,40
6-04-06-04,纺织印花制版工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.71,0.58,65,35,40
6-04-06-05,印染后整理工,8147,"Textile, Garment and Fur Graders and Sorters",10,9,0.51,0.61,0.49,55,45,40
6-04-06-06,印染染化料配制工,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.72,0.59,55,40,60
6-04-06-07,工艺染织品制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.72,0.68,65,45,70
6-05-01-01,服装制版师,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.67,0.66,72,25,65
6-05-01-02,裁剪工,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.72,0.51,45,60,30
6-05-01-03,缝纫工,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.57,0.61,45,60,35
6-05-01-04,缝纫品整型工,8140,"Textile, Garment and Related Trades Workers",10,9,0.52,0.60,0.53,45,35,30
6-05-01-05,服装水洗工,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.70,0.52,45,75,30
6-05-01-06,绒线编织拼布工,VERIFIED,Matched in ISCO-08 reference,10,9,0.57,0.66,0.59,65,15,70
6-05-02-01,皮革及皮革制品加工工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.64,0.53,55,45,40
6-05-02-02,毛皮及毛皮制品加工工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.58,0.57,65,45,30
6-05-03-00,羽绒加工及制品充填工,9414,"Textile, Garment and Related Trades Workers",10,9,0.47,0.68,0.61,45,60,35
6-05-04-01,制鞋工,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.70,0.49,45,60,30
6-05-04-02,制帽工,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.62,0.63,45,60,30
6-06-01-01,制材工,8133,Woodworking machine operators,10,9,0.42,0.58,0.65,45,60,30
6-06-01-02,木竹藤材处理工,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.73,0.51,55,45,30
6-06-02-01,胶合板工,7919,Woodworkers and Related Trades Workers,10,9,0.45,0.62,0.56,45,60,30
6-06-02-02,纤维板工,8140,Woodworking Machine Operators,10,9,0.45,0.64,0.59,65,45,30
6-06-02-03,刨花板工,8133,Woodworking machine operators,10,9,0.40,0.68,0.59,45,60,30
6-06-02-04,浸渍纸层压板工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.32,0.72,0.67,55,40,30
6-06-02-05,人造板饰面工,7919,Woodworkers and Related Trades Workers,10,9,0.40,0.68,0.60,55,45,30
6-06-03-01,手工木工,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.59,0.65,65,75,40
6-06-03-02,机械木工,VERIFIED,Matched in ISCO-08 reference,10,9,0.46,0.75,0.61,65,45,30
6-06-03-03,木地板制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.64,0.47,45,60,30
6-06-04-00,家具制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.37,0.66,0.65,65,75,40
6-07-01-01,制浆工,8134,Papermaking and pulp processing machine operators,10,9,0.47,0.74,0.49,65,45,30
6-07-01-02,制浆废液回收利用工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.72,0.64,65,45,60
6-07-01-03,造纸工,8134,Papermaking and Printing Machine Operators,10,9,0.47,0.72,0.55,55,40,35
6-07-01-04,纸张整饰工,7919,Paper and Paper Products Workers,10,9,0.38,0.65,0.55,45,35,20
6-07-01-05,宣纸书画纸制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.61,0.62,65,45,30
6-07-02-00,纸箱纸盒制作工,8140,Paper and allied products machine operators,10,9,0.40,0.69,0.64,45,55,30
6-08-01-01,印前处理和制作员,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.61,0.57,65,25,60
6-08-01-02,印刷操作员,7919,Printing and Related Trades Workers,10,9,0.47,0.64,0.47,55,40,30
6-08-01-03,印后制作员,7919,Printing and Related Trades Workers,10,9,0.42,0.67,0.54,45,60,30
6-08-02-00,音像制品和电子出版物复制员,7920,Printing and related trade workers,10,9,0.48,0.71,0.52,55,40,30
6-09-01-01,自来水笔制造工,7419,Other Craft and Related Trades Workers,10,9,0.40,0.70,0.60,45,35,20
6-09-01-02,圆珠笔制造工,8130,Metalworking and plasticworking machine operators,10,9,0.59,0.65,0.47,45,35,20
6-09-01-03,铅笔制造工,8130,Woodworking Machine Operators,10,9,0.51,0.74,0.48,45,60,30
6-09-01-04,毛笔制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.34,0.59,0.67,45,60,30
6-09-01-05,记号笔制造工,8130,Painters and glaziers,10,9,0.52,0.72,0.49,45,60,30
6-09-01-06,墨制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.61,0.66,65,45,30
6-09-01-07,墨水墨汁制造工,7919,Chemical and related plant operators not elsewhere classified,10,9,0.40,0.74,0.60,65,45,30
6-09-01-08,绘图仪器制作工,7419,Other Craft and Related Trades Workers,10,9,0.49,0.70,0.52,65,15,70
6-09-01-09,印泥制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.70,0.58,45,60,30
6-09-02-01,钢琴及键盘乐器制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.53,0.56,75,40,30
6-09-02-02,提琴吉他制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.65,0.60,75,60,40
6-09-02-03,管乐器制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.57,0.76,0.61,72,45,65
6-09-02-04,民族拉弦弹拨乐器制作工,VERIFIED,Matched in ISCO-08 reference,9,9,0.26,0.59,0.77,75,60,40
6-09-02-05,吹奏乐器制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.65,0.57,65,15,70
6-09-02-06,打击乐器制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.56,0.57,0.53,65,45,30
6-09-02-07,电鸣乐器制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.61,0.56,65,45,30
6-09-03-01,工艺品雕刻工,VERIFIED,Matched in ISCO-08 reference,10,9,0.52,0.68,0.47,65,15,70
6-09-03-02,雕塑翻制工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.68,0.52,65,45,30
6-09-03-03,陶瓷工艺品制作师,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.60,0.62,65,45,30
6-09-03-04,景泰蓝制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.31,0.55,0.69,65,45,30
6-09-03-05,金属摆件制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.50,0.65,0.51,65,15,70
6-09-03-06,漆器制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.30,0.60,0.72,65,15,70
6-09-03-07,壁画制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.46,0.64,0.57,65,45,70
6-09-03-08,版画制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.61,0.57,65,45,30
6-09-03-09,人造花制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.62,0.62,45,60,30
6-09-03-10,工艺画制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.62,0.48,65,15,70
6-09-03-11,抽纱刺绣工,VERIFIED,Matched in ISCO-08 reference,10,9,0.63,0.65,0.37,65,15,70
6-09-03-12,手工地毯制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.59,0.60,65,15,70
6-09-03-13,机制地毯制作工,8134,"Textile, garment and related trades workers",10,9,0.52,0.74,0.44,45,35,30
6-09-03-14,宝石琢磨工,VERIFIED,Matched in ISCO-08 reference,10,9,0.52,0.79,0.53,72,45,60
6-09-03-15,贵金属首饰制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.66,0.57,65,15,70
6-09-03-16,装裱师,VERIFIED,Matched in ISCO-08 reference,10,9,0.50,0.67,0.55,65,15,70
6-09-03-17,民间工艺品制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.50,0.70,0.53,65,15,70
6-09-03-18,剧装工,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.68,0.68,65,45,70
6-09-03-19,民间工艺品艺人,2149,Artists and related professionals not elsewhere classified,10,9,0.47,0.60,0.58,65,40,70
6-09-04-01,制球工,8130,Metal and plastic workers,10,9,0.46,0.68,0.54,45,60,30
6-09-04-02,球拍球网制作工,7419,Sports and Fitness Workers,10,9,0.38,0.61,0.61,45,60,30
6-09-04-03,健身器材制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.50,0.68,0.47,45,60,30
6-09-05-00,玩具制作工,8140,Textile and garment cutters and sewers,10,9,0.41,0.68,0.62,45,60,35
6-11-01-01,化工原料准备工,8130,Chemical and related plant operators,10,9,0.36,0.67,0.71,45,60,35
6-11-01-02,化工单元操作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.34,0.68,0.62,65,15,70
6-11-01-03,化工总控工S,3126,Chemical and related process technicians,10,9,0.36,0.70,0.67,72,25,65
6-11-01-04,制冷工,VERIFIED,Matched in ISCO-08 reference,10,9,0.52,0.72,0.49,65,45,60
6-11-01-05,工业清洗工,VERIFIED,Matched in ISCO-08 reference,10,9,0.52,0.72,0.54,45,60,30
6-11-01-06,腐蚀控制工,7119,Building and Related Trades Workers Not Elsewhere Classified,10,9,0.38,0.76,0.63,65,45,60
6-11-02-01,硫酸生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.60,0.73,0.78,65,40,30
6-11-02-02,硝酸生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.68,0.64,65,45,60
6-11-02-03,盐酸生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.41,0.73,0.62,65,45,30
6-11-02-04,磷酸生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.69,0.67,65,45,30
6-11-02-05,纯碱生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.68,0.52,65,45,60
6-11-02-06,烧碱生产工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.26,0.69,0.74,65,45,30
6-11-02-07,无机盐生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.73,0.65,65,45,30
6-11-02-08,提硝工,8133,Chemical Plant Operators,9,9,0.23,0.70,0.75,55,45,30
6-11-02-09,卤水综合利用工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.43,0.71,0.57,65,45,30
6-11-02-10,无机化学反应生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.52,0.72,0.48,65,45,30
6-11-02-11,脂肪烃生产工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.34,0.66,0.67,65,40,55
6-11-02-12,芳香烃生产工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.45,0.68,0.65,65,45,30
6-11-02-13,脂肪烃衍生物生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.59,0.68,0.82,65,35,40
6-11-02-14,芳香烃衍生物生产工,3119,Chemical and related technicians not elsewhere classified,10,9,0.51,0.65,0.67,65,35,40
6-11-02-15,有机合成工,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.68,0.68,65,40,30
6-11-03-01,合成氨生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.52,0.67,0.59,65,35,40
6-11-03-02,尿素生产工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.37,0.73,0.68,65,45,30
6-11-03-03,硝酸铵生产工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.44,0.70,0.57,65,45,30
6-11-03-04,硫酸铵生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.30,0.62,0.70,65,45,30
6-11-03-05,过磷酸钙生产工,3126,Chemical plant operators,10,9,0.30,0.67,0.66,65,45,30
6-11-03-06,复混肥生产工,8130,Chemical plant and product machine operators,10,9,0.53,0.71,0.49,55,45,30
6-11-03-07,钙镁磷肥生产工,8130,Chemical plant machine operators,10,9,0.51,0.75,0.56,65,75,40
6-11-03-08,钾肥生产工,8133,Chemical plant operators,10,9,0.51,0.72,0.66,65,45,30
6-11-04-00,农药生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.30,0.64,0.63,65,45,30
6-11-05-01,涂料生产工,7919,Chemical and related plant operators not elsewhere classified,10,9,0.51,0.75,0.49,55,45,30
6-11-05-02,油墨制造工,7919,Chemical and related plant operators not elsewhere classified,10,9,0.52,0.77,0.48,65,40,30
6-11-05-03,颜料生产工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.43,0.76,0.57,65,40,30
6-11-05-04,染料生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.76,0.65,65,45,30
6-11-06-00,合成树脂生产工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.40,0.68,0.65,65,25,40
6-11-07-00,合成橡胶生产工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.40,0.72,0.65,65,45,30
6-11-08-01,催化剂生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.50,0.70,0.60,65,30,40
6-11-08-02,总溶剂生产工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.46,0.74,0.70,65,40,30
6-11-08-03,化学试剂生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.65,0.58,65,45,30
6-11-08-04,印染助剂生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.67,0.58,65,25,40
6-11-08-05,表面活性剂制造工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.33,0.68,0.62,65,45,30
6-11-08-06,化工添加剂生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.60,0.59,65,35,40
6-11-08-07,油脂化工产品制造工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.33,0.68,0.62,65,45,30
6-11-08-08,动物胶制造工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.43,0.73,0.57,55,40,30
6-11-08-09,人造板制胶工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.42,0.71,0.54,65,35,40
6-11-08-10,有机硅生产工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.36,0.67,0.64,65,45,30
6-11-08-11,有机氟生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.73,0.58,65,45,30
6-11-08-12,松香工,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.68,0.60,65,75,30
6-11-08-13,松节油制品工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.42,0.67,0.58,65,35,40
6-11-08-14,活性炭生产工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.38,0.65,0.67,65,45,30
6-11-08-15,栲胶生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.72,0.52,55,45,30
6-11-08-16,紫胶生产工,8134,Chemical plant and machine operators,10,9,0.42,0.65,0.55,55,45,30
6-11-08-17,栓皮制品工,8149,Woodworking Machine Operators and Woodworkers Not Elsewhere Classified,10,9,0.48,0.64,0.58,45,60,30
6-11-08-18,植物原料水解工,3119,Science and Engineering Professionals Not Elsewhere Classified,10,9,0.45,0.71,0.55,65,45,30
6-11-08-19,感光材料生产工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.45,0.68,0.55,65,35,40
6-11-08-20,胶印版材生产工,7920,Printing and Related Trades Workers,10,9,0.42,0.65,0.61,65,45,30
6-11-08-21,柔性版材生产工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.53,0.64,0.45,65,45,30
6-11-08-22,磁记录材料生产工,8140,Chemical and related plant operators,10,9,0.47,0.62,0.55,55,30,40
6-11-08-23,热转移防护膜涂布工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.55,0.69,0.45,55,40,35
6-11-08-24,平板显示膜生产工,8140,Chemical plant and machine operators,10,9,0.40,0.68,0.59,65,35,40
6-11-08-25,甘油制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.74,0.62,65,45,30
6-11-08-26,生物质化工产品生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.52,0.72,0.78,65,40,30
6-11-09-01,雷管制造工,8130,Chemical and related plant operators,10,9,0.35,0.71,0.66,65,15,70
6-11-09-02,索状爆破器材制造工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.40,0.70,0.62,45,35,30
